manufacture_date,brand,model,origin,type,seats,gearbox,fuel,color,mileage_v2,price,condition
2021,Vinfast,Lux SA2.0,Việt Nam,SUV / Cross over,7.0,AT,petrol,red,22000,834000000.0,used
2017,Suzuki,Ertiga,Ấn Độ,SUV / Cross over,7.0,AT,petrol,grey,200000,325000000.0,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,petrol,black,117000,534000000.0,used
2012,Hyundai,Sonata,Việt Nam,Sedan,5.0,AT,petrol,silver,93000,345000000.0,used
2017,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,oil,white,84000,735000000.0,used
2018,Ford,Fiesta,Mỹ,Hatchback,5.0,AT,petrol,white,40000,335000000.0,used
2015,Mitsubishi,Mirage,Thái Lan,Hatchback,5.0,MT,petrol,silver,100000,155000000.0,used
2016,Hyundai,Elantra,Hàn Quốc,Sedan,5.0,AT,petrol,white,70000,395000000.0,used
2008,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,silver,96,345000000.0,used
2008,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,silver,138000,239000000.0,used
2019,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,black,27000,550000000.0,used
2021,Honda,Brio,Nước khác,Hatchback,5.0,AT,petrol,gold,28000,382000000.0,used
2015,Ford,Transit,Việt Nam,Van,5.0,MT,oil,silver,205000,450000000.0,used
2018,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,AT,petrol,red,26000,320500000.0,used
2003,Toyota,Camry,Việt Nam,Sedan,5.0,MT,petrol,gold,96000,265000000.0,used
2017,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,MT,petrol,white,52000,225000000.0,used
2008,Kia,Morning,Việt Nam,Sedan,2.0,AT,petrol,white,1234,158000000.0,used
2021,Suzuki,Ertiga,Nước khác,Minivan (MPV),7.0,AT,petrol,grey,74000,449000000.0,used
2023,Mitsubishi,Outlander,Nhật Bản,SUV / Cross over,7.0,AT,petrol,white,0,800666666.6666666,new
2023,Toyota,Avanza,Việt Nam,Minivan (MPV),7.0,MT,petrol,black,0,558000000.0,new
2018,Mazda,3,Nhật Bản,Hatchback,5.0,AT,petrol,blue,62000,430000000.0,used
2020,Kia,Seltos,Việt Nam,SUV / Cross over,5.0,AT,petrol,orange,22000,580000000.0,used
2007,Daewoo,Gentra,Việt Nam,Sedan,5.0,MT,petrol,black,20000,71666666.66666667,used
2018,Mazda,2,Nhật Bản,Hatchback,5.0,AT,petrol,white,60000,375000000.0,used
2015,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,86000,355000000.0,used
2016,Mazda,2,Việt Nam,Sedan,5.0,AT,petrol,grey,93000,332000000.0,used
2016,Ford,Transit,Việt Nam,Minivan (MPV),16.0,MT,oil,silver,180000,520000000.0,used
2023,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,blue,0,913000000.0,new
2022,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,red,20700,579000000.0,used
2006,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,800000,160000000.0,used
2015,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,gold,120200,368000000.0,used
2003,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,white,200000,198000000.0,used
2022,Mercedes Benz,GT Coupe,Đức,Sedan,5.0,AT,petrol,blue,798,6200000000.0,used
2020,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,red,42152,928000000.0,used
2023,Kia,Sportage,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,white,0,906500000.0,new
2018,Mercedes Benz,E Class,Việt Nam,Sedan,5.0,AT,petrol,black,31000,1185000000.0,used
2020,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,10000,995000000.0,used
2020,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,others,39300,355000000.0,used
2008,Chevrolet,Captiva,Việt Nam,SUV / Cross over,7.0,MT,petrol,silver,105000,159000000.0,used
2022,Ford,Ranger,Việt Nam,Kiểu dáng khác,5.0,AT,oil,black,23000,725000000.0,used
2009,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,gold,110000,228000000.0,used
2022,Toyota,Veloz,Nước khác,Minivan (MPV),7.0,AT,petrol,red,27000,650000000.0,used
2023,Mazda,CX 8,Việt Nam,SUV / Cross over,7.0,AT,petrol,gold,0,1000666666.6666666,new
2020,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,25000,739000000.0,used
2009,Toyota,Hilux,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,250000,265000000.0,used
2021,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,brown,25000,528000000.0,used
2013,Toyota,Hilux,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,160000,390000000.0,used
1997,Toyota,Land Cruiser,Nhật Bản,SUV / Cross over,8.0,MT,petrol,blue,200000,260000000.0,used
2018,Chevrolet,Colorado,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,56868,498000000.0,used
2010,Ford,Focus,Việt Nam,Sedan,5.0,AT,petrol,silver,50000,250000000.0,used
2001,Toyota,Corolla,Nhật Bản,Sedan,5.0,MT,petrol,grey,115000,92000000.0,used
2017,Ford,Transit,Việt Nam,Van,6.0,MT,oil,silver,145,475000000.0,used
2016,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,73000,616000000.0,used
2020,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,white,53000,520000000.0,used
2020,Honda,Brio,Thái Lan,Hatchback,5.0,AT,petrol,grey,17000,381500000.0,used
2017,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,petrol,gold,60000,575000000.0,used
2002,Toyota,Zace,Nhật Bản,SUV / Cross over,8.0,MT,petrol,blue,130000,83500000.0,used
2016,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,33000,650000000.0,used
2018,Mercedes Benz,C Class,Đức,Sedan,5.0,AT,petrol,black,35000,868000000.0,used
2015,Suzuki,Dòng khác,Nhật Bản,Van,2.0,AT,petrol,red,99999,150000000.0,used
2016,Hyundai,Grand i10,Việt Nam,Sedan,5.0,MT,petrol,white,92000,217000000.0,used
2009,Toyota,Yaris,Nhật Bản,Hatchback,5.0,AT,petrol,red,68000,275000000.0,used
2021,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,35000,695000000.0,used
2016,Hyundai,Grand i10,Ấn Độ,Sedan,5.0,MT,petrol,white,150000,185000000.0,used
1995,Toyota,Camry,Nhật Bản,Sedan,4.0,AT,petrol,red,250,75000000.0,used
2019,Honda,CR V,Thái Lan,SUV / Cross over,5.0,AT,petrol,white,29500,822500000.0,used
2023,Ford,Territory,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,7300,839000000.0,used
2007,Mercedes Benz,A Class,Đức,Van,6.0,MT,oil,white,1150,165000000.0,used
2020,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,white,37000,430000000.0,used
2014,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,AT,petrol,silver,82000,399000000.0,used
2015,Mercedes Benz,CLA Class,Đức,Sedan,5.0,AT,petrol,black,80000,579000000.0,used
2021,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,brown,100000,475000000.0,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,brown,17000,475000000.0,used
2009,Kia,Soul,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,gold,88000,330000000.0,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,silver,69000,313000000.0,used
2017,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,black,39000,899000000.0,used
2019,Ford,Tourneo,Mỹ,Minivan (MPV),7.0,AT,petrol,white,51368,693000000.0,used
2017,Suzuki,Dòng khác,Nhật Bản,Van,2.0,MT,petrol,gold,32000,185000000.0,used
2022,Mazda,CX 3,Thái Lan,SUV / Cross over,5.0,AT,petrol,grey,4000,584000000.0,used
2015,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,72000,486000000.0,used
2019,Mazda,2,Việt Nam,Sedan,5.0,AT,petrol,red,157000,343000000.0,used
2020,Hyundai,Grand i10,Thái Lan,Sedan,5.0,AT,petrol,white,55000,322500000.0,used
2020,Mitsubishi,Xpander,Việt Nam,Minivan (MPV),7.0,AT,petrol,white,26000,495000000.0,used
2020,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,grey,50000,500000000.0,used
2017,Honda,Civic,Thái Lan,Sedan,5.0,AT,petrol,black,78000,485000000.0,used
2015,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,450000,372500000.0,used
2016,Chevrolet,S 10,Hàn Quốc,Sedan,4.0,AT,petrol,red,1490,156000000.0,used
2020,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,silver,55000,895000000.0,used
2019,Kia,Sedona,Việt Nam,Minivan (MPV),5.0,AT,petrol,white,32000,879000000.0,used
2021,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,black,42000,629000000.0,used
2016,Toyota,Innova,Việt Nam,Sedan,8.0,MT,petrol,silver,98000,303000000.0,used
2020,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,grey,34000,520000000.0,used
2022,Mitsubishi,Outlander,Nhật Bản,SUV / Cross over,9.0,AT,petrol,brown,10000,715000000.0,used
2022,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,MT,petrol,silver,100000,500000000.0,used
2016,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,90000,425000000.0,used
2021,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,white,24000,1239000000.0,used
2022,Hyundai,Stargazer,Hàn Quốc,SUV / Cross over,7.0,AT,petrol,white,0,455000000.0,new
2005,Daewoo,Matiz,Nhật Bản,Hatchback,5.0,MT,petrol,green,404546,69000000.0,used
2018,Mercedes Benz,E Class,Việt Nam,Sedan,5.0,AT,petrol,black,30000,1239000000.0,used
2018,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,gold,73000,320000000.0,used
2017,Mercedes Benz,GLC Class,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,60000,1139000000.0,used
2017,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,oil,red,100,590000000.0,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,31000,389500000.0,used
2017,Mercedes Benz,E Class,Nước khác,Kiểu dáng khác,5.0,AT,petrol,blue,6000,915000000.0,used
2019,Kia,Sedona,Việt Nam,Minivan (MPV),5.0,AT,oil,white,45000,840000000.0,used
2016,Chevrolet,Cruze,Mỹ,Sedan,5.0,MT,petrol,grey,130000,282500000.0,used
2011,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,brown,80000,245000000.0,used
2009,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,silver,150000,155000000.0,used
2022,Kia,K3,Hàn Quốc,Sedan,5.0,AT,petrol,white,4500,589000000.0,used
2020,Mitsubishi,Attrage,Nhật Bản,Sedan,5.0,AT,petrol,white,30000,340000000.0,used
2007,Hyundai,Starex,Hàn Quốc,Van,6.0,MT,oil,silver,218000,192500000.0,used
2016,Chevrolet,Cruze,Việt Nam,Sedan,5.0,MT,petrol,white,82000,266000000.0,used
2005,Mitsubishi,Grandis,Việt Nam,Minivan (MPV),7.0,AT,petrol,red,123,210000000.0,used
2017,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,59000,985000000.0,used
2012,Chevrolet,Captiva,Việt Nam,SUV / Cross over,7.0,AT,petrol,gold,76000,277500000.0,used
2014,Mazda,6,Việt Nam,Sedan,5.0,AT,petrol,grey,70000,435000000.0,used
2015,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,green,140000,356000000.0,used
2015,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,62000,498000000.0,used
2011,Kia,Forte,Hàn Quốc,Sedan,5.0,AT,petrol,grey,66000,298000000.0,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,62000,506333333.3333333,used
2006,Toyota,Hiace,Việt Nam,Kiểu dáng khác,16.0,MT,petrol,silver,210000,98000000.0,used
2004,Ford,Escape,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,149000,177500000.0,used
2022,Hyundai,Tucson,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,white,14000,870000000.0,used
2019,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,oil,red,80000,699000000.0,used
2011,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,red,100000,206000000.0,used
2008,Honda,Civic,Việt Nam,Sedan,5.0,AT,petrol,silver,17,245000000.0,used
2019,Hyundai,Kona,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,black,64000,490000000.0,used
2023,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,8000,999000000.0,used
2023,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,black,0,656000000.0,new
2005,Mitsubishi,Grandis,Nhật Bản,Minivan (MPV),5.0,AT,petrol,gold,130000,260000000.0,used
2021,Mitsubishi,Xpander,Việt Nam,Minivan (MPV),7.0,AT,petrol,brown,29000,532000000.0,used
2022,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,5000,2078000000.0,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,silver,34000,930000000.0,used
2021,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,silver,33000,568000000.0,used
2022,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,silver,64000,359000000.0,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,black,98000,488000000.0,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,37000,839000000.0,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,75000,475000000.0,used
2021,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,others,51000,410000000.0,used
2022,Toyota,Avanza,Nước khác,SUV / Cross over,7.0,MT,petrol,silver,39000,478000000.0,used
2023,Hyundai,Grand i10,Việt Nam,Sedan,5.0,AT,hybrid,white,0,80000000.0,new
2021,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,52000,888000000.0,used
2017,Honda,Civic,Thái Lan,Sedan,5.0,AT,petrol,black,68500,494000000.0,used
2017,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,white,80000,372500000.0,used
2023,Mitsubishi,Attrage,Nhật Bản,Sedan,5.0,MT,petrol,red,0,100000000.0,new
2017,Chevrolet,Cruze,Mỹ,Sedan,5.0,AT,petrol,black,76000,315000000.0,used
2006,Chevrolet,Matiz,Hàn Quốc,Hatchback,5.0,AT,petrol,silver,75000,120000000.0,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,98000,488000000.0,used
2017,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,white,110,355000000.0,used
2022,Honda,City,Nhật Bản,Sedan,5.0,AT,petrol,black,228000,530000000.0,used
2020,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,18000,485000000.0,used
2021,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,17900,508333333.3333333,used
2020,Hyundai,Accent,Hàn Quốc,Sedan,5.0,AT,petrol,white,94000,435000000.0,used
2014,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,grey,31000,245000000.0,used
2014,Mazda,CX 9,Nhật Bản,SUV / Cross over,7.0,AT,petrol,red,90000,750000000.0,used
2019,Ford,Explorer,Mỹ,SUV / Cross over,2.0,AT,petrol,white,47000,1289000000.0,used
2023,Mazda,3,Nhật Bản,Sedan,4.0,AT,petrol,red,0,579000000.0,new
2021,Mitsubishi,Outlander,Nhật Bản,SUV / Cross over,7.0,AT,petrol,white,36000,680000000.0,used
2021,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,brown,10000,549000000.0,used
2020,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,17000,485000000.0,used
2013,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,silver,77000,305000000.0,used
2021,Kia,Seltos,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,orange,48000,541500000.0,used
1988,Toyota,Camry,Nhật Bản,Sedan,5.0,MT,petrol,red,123456,51000000.0,used
2016,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,71000,616000000.0,used
2016,Toyota,Camry,Thái Lan,Sedan,5.0,AT,petrol,black,65000,665000000.0,used
2020,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,AT,oil,grey,49000,520000000.0,used
2016,Kia,Cerato,Hàn Quốc,Sedan,5.0,AMT,petrol,white,460000,450000000.0,used
2021,Mazda,2,Thái Lan,Sedan,5.0,AT,petrol,white,25000,393000000.0,used
2022,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,red,14000,623000000.0,used
2010,Toyota,Sienna,Nhật Bản,Minivan (MPV),7.0,AT,petrol,white,106000,850000000.0,used
2007,Kia,Carens,Hàn Quốc,SUV / Cross over,7.0,AT,oil,silver,122000,250000000.0,used
2023,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,white,5000,594000000.0,used
1989,Toyota,Corolla,Nhật Bản,Sedan,5.0,MT,petrol,grey,200000,45000000.0,used
2014,Kia,K3,Hàn Quốc,Sedan,5.0,MT,petrol,white,96000,290000000.0,used
2022,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,red,15000,325000000.0,used
2009,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,grey,93000,323500000.0,used
2018,Honda,City,Nhật Bản,Sedan,5.0,AT,petrol,white,61000,412500000.0,used
2020,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,AT,petrol,white,50000,855000000.0,used
2022,Toyota,Veloz,Nước khác,Minivan (MPV),7.0,AT,petrol,white,19999,645000000.0,used
2019,Mercedes Benz,S Class,Đức,Sedan,5.0,AT,petrol,black,6000,2770000000.0,used
2022,Toyota,Avanza,Việt Nam,Minivan (MPV),7.0,AT,petrol,silver,27000,558000000.0,used
2014,Toyota,Yaris,Thái Lan,Hatchback,5.0,AT,petrol,white,79000,365000000.0,used
2020,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,oil,white,66000,870000000.0,used
2022,Mitsubishi,Xpander Cross,Nhật Bản,Minivan (MPV),7.0,AT,petrol,black,10068,620000000.0,used
2023,Toyota,Yaris,Nước khác,SUV / Cross over,5.0,AT,hybrid,others,0,730000000.0,new
2017,Mercedes Benz,E Class,Đức,Sedan,5.0,AT,petrol,blue,65000,969000000.0,used
2004,Toyota,Dòng khác,Nhật Bản,Van,6.0,MT,petrol,white,123123,80000000.0,used
2022,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,red,19000,524000000.0,used
2006,Daewoo,Matiz,Việt Nam,Hatchback,4.0,MT,petrol,green,100000,69800000.0,used
2023,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,white,0,518000000.0,new
2015,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,white,84156,325000000.0,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,AT,petrol,silver,86000,542500000.0,used
2015,Ford,Transit,Việt Nam,Van,6.0,MT,oil,silver,243000,425000000.0,used
2008,Kia,Carnival,Hàn Quốc,Minivan (MPV),7.0,MT,petrol,black,123,129000000.0,used
2019,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,oil,black,40000,865000000.0,used
2016,Mercedes Benz,GLE Class,Mỹ,SUV / Cross over,5.0,AT,petrol,white,28100,1685000000.0,used
2000,Kia,CD5,Nhật Bản,Hatchback,5.0,MT,petrol,grey,521344,69000000.0,used
2021,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,20000,1365000000.0,used
2023,Toyota,Veloz,Nước khác,SUV / Cross over,7.0,AT,petrol,white,0,628000000.0,new
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,black,58000,618000000.0,used
2022,Kia,Carnival,Việt Nam,Minivan (MPV),7.0,AT,oil,black,11000,1380000000.0,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,98112,488000000.0,used
2021,Suzuki,Swift,Thái Lan,Hatchback,5.0,AT,petrol,white,12500,485000000.0,used
2014,Hyundai,Elantra,Hàn Quốc,Sedan,5.0,AT,petrol,grey,65000,340000000.0,used
2020,Kia,Seltos,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,orange,37000,598000000.0,used
2010,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,grey,93000,326000000.0,used
2022,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,red,15000,626000000.0,used
2004,Suzuki,Dòng khác,Nhật Bản,Van,2.0,MT,petrol,white,589000,75000000.0,used
2019,Chevrolet,Colorado,Thái Lan,Pick-up (bán tải),5.0,AT,oil,grey,76000,470000000.0,used
2019,Ford,Transit,Mỹ,Van,6.0,MT,oil,silver,200000,496000000.0,used
2018,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,38000,454000000.0,used
2020,Toyota,Rush,Nước khác,SUV / Cross over,5.0,AT,petrol,white,77000,520000000.0,used
2022,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,black,37000,615000000.0,used
2016,Hyundai,Grand i10,Ấn Độ,Sedan,5.0,AT,petrol,white,160000,282500000.0,used
2016,Mitsubishi,Outlander Sport,Nhật Bản,SUV / Cross over,5.0,AT,petrol,black,45000,500000000.0,used
2015,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,brown,70668,320000000.0,used
2021,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,AT,petrol,brown,25000,528000000.0,used
2022,Toyota,Vios,Việt Nam,Sedan,2.0,AT,petrol,gold,6000,479000000.0,used
2007,Mitsubishi,Grandis,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,100,220000000.0,used
2023,Hyundai,Creta,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,0,122000000.0,new
2016,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,AT,petrol,silver,88000,450000000.0,used
2003,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,120000,165000000.0,used
2014,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,silver,100000,445000000.0,used
2014,Ford,Fiesta,Việt Nam,Sedan,5.0,AT,petrol,red,87809,262000000.0,used
2007,Mercedes Benz,Sprinter,Đức,Van,6.0,MT,oil,silver,404297,175000000.0,used
2021,Mercedes Benz,GLB,Nước khác,SUV / Cross over,9.0,AT,petrol,white,3000,1538000000.0,used
2021,Ford,Everest,Nước khác,SUV / Cross over,7.0,AT,oil,black,52000,888000000.0,used
2022,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,silver,10000,635000000.0,used
2014,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,white,56000,205000000.0,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,red,65000,945000000.0,used
2021,Ford,EcoSport,Việt Nam,SUV / Cross over,2.0,AT,petrol,black,18000,508333333.3333333,used
2016,Kia,Rio,Hàn Quốc,Sedan,5.0,AT,petrol,silver,147000,288000000.0,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,brown,78000,445000000.0,used
2018,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,72000,499000000.0,used
2020,Suzuki,XL 7,Nước khác,SUV / Cross over,5.0,AT,petrol,orange,40000,485000000.0,used
2017,Ford,Fiesta,Việt Nam,Hatchback,5.0,AT,petrol,grey,80000,375000000.0,used
2017,Ford,Fiesta,Mỹ,Hatchback,5.0,AT,petrol,red,37000,342000000.0,used
2006,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,158170,206000000.0,used
2007,Toyota,Sienna,Mỹ,Minivan (MPV),7.0,AT,petrol,black,109000,400000000.0,used
2018,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,74000,625000000.0,used
2011,Mazda,6,Nhật Bản,Sedan,5.0,AT,petrol,grey,98000,300000000.0,used
2022,Mazda,CX 8,Nhật Bản,SUV / Cross over,7.0,AT,petrol,black,15800,950000000.0,used
2005,Hyundai,Grand Starex,Hàn Quốc,Pick-up (bán tải),6.0,AT,oil,grey,120000,185000000.0,used
2018,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,2900,499000000.0,used
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,red,18000,542000000.0,used
2021,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,white,31000,479000000.0,used
2021,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,2.0,AT,petrol,black,20000,1380000000.0,used
2019,Hyundai,Elantra,Việt Nam,Sedan,5.0,MT,petrol,white,145000,389000000.0,used
2022,Mazda,CX 8,Việt Nam,SUV / Cross over,7.0,AT,petrol,black,15000,890000000.0,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,others,71000,417500000.0,used
2011,Toyota,Venza,Mỹ,Hatchback,5.0,AT,petrol,white,89000,630000000.0,used
2019,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,white,70000,268000000.0,used
2018,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,37000,454000000.0,used
2019,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,white,70000,327500000.0,used
2007,Chevrolet,Captiva,Việt Nam,SUV / Cross over,7.0,MT,petrol,silver,98000,185000000.0,used
2020,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,oil,red,37500,950000000.0,used
2018,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,orange,76500,575000000.0,used
2021,Mazda,3,Việt Nam,Kiểu dáng khác,5.0,AT,petrol,grey,30000,650000000.0,used
2008,Toyota,RAV4,Nhật Bản,SUV / Cross over,7.0,AT,petrol,silver,100000,327500000.0,used
2015,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,86,155000000.0,used
2015,Ford,Focus,Việt Nam,Hatchback,5.0,AT,petrol,red,55000,360000000.0,used
2021,Honda,Brio,Nước khác,Hatchback,5.0,AT,petrol,orange,6000,420000000.0,used
2009,Mitsubishi,Grandis,Việt Nam,Minivan (MPV),7.0,AT,petrol,white,110000,333000000.0,used
2018,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,36000,454000000.0,used
2013,Honda,City,Nhật Bản,Sedan,5.0,AT,petrol,blue,120000,305000000.0,used
2016,Chevrolet,S 10,Hàn Quốc,Sedan,4.0,MT,petrol,red,1490,156000000.0,used
2018,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,88439,468000000.0,used
2022,Kia,Sonet,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,25000,519000000.0,used
