manufacture_date,brand,model,origin,type,seats,gearbox,fuel,color,mileage_v2,price,condition
2021,5,67,6,7,5.0,1,3,8,24999,536000000.0,1
2016,4,126,6,1,5.0,2,3,0,93000,219000000.0,1
2019,10,79,6,7,5.0,1,3,12,60000,595000000.0,1
2020,2,196,4,5,5.0,1,2,4,28000,539000000.0,1
2023,5,61,6,6,7.0,1,3,8,0,240000000.0,0
2016,5,172,6,1,5.0,2,3,12,90000,205000000.0,1
2023,8,268,3,8,7.0,1,3,7,0,560000000.0,0
2021,4,21,6,7,5.0,2,3,12,34000,388000000.0,1
2023,3,72,4,7,5.0,1,3,12,0,730000000.0,0
2023,7,115,6,6,5.0,1,3,12,2090,2739000000.0,1
2022,4,223,3,3,7.0,1,3,1,0,100000000.0,0
2022,4,236,6,6,2.0,1,2,12,34000,899000000.0,1
2018,5,198,0,7,7.0,2,3,11,56,362000000.0,1
2018,4,126,6,7,5.0,1,3,0,23000,315000000.0,1
2022,5,61,6,6,7.0,1,2,12,10600,1415000000.0,1
2018,2,196,4,5,5.0,2,2,11,41000,459000000.0,1
2023,3,47,6,8,7.0,1,3,0,0,1118000000.0,0
2022,5,215,6,6,7.0,1,3,12,35000,960000000.0,1
2021,10,79,6,7,5.0,1,3,1,30000,625000000.0,1
2014,10,136,6,7,8.0,2,3,11,150000,249000000.0,1
2023,10,251,6,7,5.0,1,3,12,0,501000000.0,0
2009,2,97,6,6,5.0,1,3,0,90000,285000000.0,1
2023,10,136,6,3,8.0,2,3,4,0,730000000.0,0
2020,2,99,4,6,7.0,1,2,12,59000,1019000000.0,1
2020,10,109,6,6,7.0,1,2,12,70900,888888888.0,1
2023,6,50,6,6,5.0,1,3,12,0,749000000.0,0
2020,6,5,6,7,5.0,1,3,10,44000,596000000.0,1
2020,2,232,6,8,16.0,2,2,12,87000,645000000.0,1
2017,2,232,6,9,7.0,2,2,0,60000,528000000.0,1
2023,3,71,6,7,5.0,1,3,12,0,589000000.0,0
2015,7,91,8,7,5.0,1,3,1,80000,650000000.0,1
2023,9,267,3,3,7.0,1,3,0,0,599900000.0,0
2023,11,240,6,8,5.0,1,0,7,0,458000000.0,0
2023,8,269,2,6,7.0,1,3,12,0,698000000.0,0
2021,4,21,6,7,5.0,1,3,12,40000,465000000.0,1
2019,4,126,0,7,5.0,1,3,12,24386,359000000.0,1
2021,7,41,6,7,5.0,1,3,2,9000,1539000000.0,1
2023,2,196,1,5,5.0,1,2,8,0,665000000.0,0
2023,5,214,6,6,5.0,1,3,4,0,519000000.0,0
2023,3,47,6,6,7.0,1,3,10,0,968000000.0,0
2023,3,72,4,7,5.0,1,3,6,0,870000000.0,0
2010,2,97,6,6,5.0,1,3,1,70000,295000000.0,1
2019,10,57,4,7,5.0,1,3,12,21000,910000000.0,1
2023,2,196,6,6,5.0,1,3,8,0,722000000.0,0
2010,10,109,6,6,7.0,1,3,1,69000,376000000.0,1
2001,10,273,2,6,8.0,2,3,2,145000,168000000.0,1
2008,10,57,6,7,5.0,1,3,1,102000,345000000.0,1
2020,2,196,6,5,5.0,2,2,2,54000,468000000.0,1
2014,0,12,8,6,5.0,1,3,1,65000,850000000.0,1
2023,8,268,3,3,7.0,1,3,12,17700,568000000.0,1
2023,2,196,6,5,5.0,1,2,8,0,707000000.0,0
2021,6,51,6,6,7.0,1,3,12,50500,848000000.0,1
2017,7,114,8,6,5.0,1,3,10,40000,1460000000.0,1
2014,5,197,0,1,5.0,1,3,10,50000,360000000.0,1
2023,8,268,2,3,7.0,1,3,12,0,658000000.0,0
2023,2,99,4,6,7.0,1,2,0,0,396000000.0,0
2018,7,114,8,6,5.0,1,3,12,50000,970000000.0,1
2019,3,139,6,1,4.0,1,3,1,12000,445000000.0,1
2008,4,222,0,8,7.0,2,3,0,190000,260000000.0,1
2009,4,204,0,6,7.0,1,2,0,110000,425000000.0,1
2018,2,99,4,6,7.0,1,2,2,60000,818000000.0,1
2023,10,33,6,3,7.0,2,3,12,0,538000000.0,0
2016,10,109,6,6,7.0,1,3,11,88000,498000000.0,1
2020,5,212,6,7,5.0,1,3,10,35000,355000000.0,1
2022,7,41,6,7,5.0,1,3,1,20,1650000000.0,1
2023,10,79,4,7,5.0,1,3,10,0,720000000.0,0
2011,4,204,6,6,7.0,1,3,11,98000,379000000.0,1
2017,4,126,6,1,5.0,1,3,5,35000,350000000.0,1
2017,5,67,6,7,5.0,1,3,0,54000,450000000.0,1
2022,7,41,6,7,5.0,1,3,1,800,1380000000.0,1
2023,7,114,8,6,5.0,1,3,10,0,2799000000.0,0
2020,2,196,4,5,5.0,1,2,2,38000,550000000.0,1
2018,10,136,6,3,8.0,2,3,12,86000,492000000.0,1
2023,4,204,6,8,7.0,1,3,0,0,997000000.0,0
2017,7,91,6,7,5.0,1,3,12,60000,1099000000.0,1
2018,5,172,6,1,5.0,2,3,12,56000,225000000.0,1
2019,5,198,0,3,7.0,2,3,12,68000,405000000.0,1
2021,2,93,6,6,5.0,1,3,11,27000,504000000.0,1
2020,4,21,0,7,5.0,2,3,12,39,349000000.0,1
2022,3,47,2,6,7.0,1,3,10,0,899000000.0,1
1994,7,91,8,7,5.0,2,3,0,255000,45000000.0,1
2022,5,142,6,7,5.0,1,3,0,0,809000000.0,0
2022,5,61,6,3,7.0,1,2,6,0,1391000000.0,0
2005,10,209,1,6,7.0,1,3,12,92500,425000000.0,1
2019,2,99,4,6,7.0,1,2,1,65000,950000000.0,1
2022,5,141,6,7,5.0,1,3,0,0,125000000.0,0
2008,10,149,6,8,7.0,1,3,0,123,455000000.0,1
2023,10,251,6,7,5.0,1,3,12,0,449000000.0,0
2019,4,236,6,6,5.0,1,2,4,42000,718000000.0,1
2017,7,91,6,7,5.0,1,3,12,60000,1099000000.0,1
2021,2,196,4,5,5.0,1,2,4,12000,575000000.0,1
2018,4,94,6,7,5.0,1,3,12,76000,465000000.0,1
2005,3,175,1,3,8.0,1,3,2,93568,350000000.0,1
2022,11,156,6,7,5.0,1,3,10,15998,607000000.0,1
2021,5,206,6,6,5.0,1,3,12,46000,530000000.0,1
2022,5,141,6,7,5.0,2,3,12,0,539000000.0,0
2023,2,196,6,5,5.0,1,2,12,0,634000000.0,0
2023,3,71,6,7,5.0,1,3,0,0,559000000.0,0
2022,4,21,6,7,5.0,1,3,1,3500,468000000.0,1
2017,10,109,4,6,7.0,2,2,12,81000,705000000.0,1
2022,2,196,6,5,5.0,1,2,12,8000,745000000.0,1
2022,4,21,6,7,2.0,1,3,1,13000,479000000.0,1
2016,6,5,4,7,5.0,1,3,2,28000,400000000.0,1
2023,4,21,6,8,5.0,1,3,0,0,406000000.0,0
2017,2,105,6,1,5.0,1,3,12,35000,350000000.0,1
2019,10,257,3,1,5.0,1,3,12,27000,318000000.0,1
2023,8,268,3,3,7.0,1,3,12,17000,568000000.0,1
2020,2,99,4,6,7.0,1,2,1,38000,939000000.0,1
2023,10,57,4,8,5.0,1,3,0,0,1495000000.0,0
2022,4,126,6,1,5.0,1,3,10,18000,396000000.0,1
2016,5,172,0,1,5.0,2,3,5,80000,200000000.0,1
2020,4,21,6,7,5.0,1,3,1,20000,418000000.0,1
2021,3,40,4,8,5.0,1,3,0,2200,395000000.0,1
2018,2,196,4,5,5.0,1,2,2,69000,825000000.0,1
2022,3,71,6,7,5.0,1,3,1,22800,530000000.0,1
2019,5,215,6,6,7.0,1,2,10,32000,699000000.0,1
2016,2,232,6,8,16.0,1,2,0,201000,478000000.0,1
2023,10,135,4,5,5.0,1,2,12,0,840000000.0,0
2009,10,136,6,3,8.0,2,3,11,299,235000000.0,1
2021,7,91,6,7,2.0,1,3,12,21700,2250000000.0,1
2016,5,205,6,3,7.0,1,2,11,86000,665000000.0,1
2019,5,172,6,1,5.0,2,3,10,55000,208000000.0,1
2020,2,196,4,5,5.0,2,2,2,39000,528000000.0,1
2021,3,72,4,7,5.0,1,3,10,6000,735000000.0,1
2022,7,114,6,6,5.0,1,3,12,8000,2050000000.0,1
2022,10,57,4,7,5.0,1,3,10,18000,1215000000.0,1
2019,7,91,6,7,5.0,1,3,1,49500,1368000000.0,1
2017,6,5,6,7,5.0,1,3,12,68000,457000000.0,1
2019,10,257,3,1,5.0,1,3,10,56000,296000000.0,1
2018,7,91,8,7,5.0,1,3,1,120000,1200000000.0,1
2023,2,99,4,6,7.0,1,2,12,0,1209000000.0,0
2018,4,144,0,6,5.0,1,3,2,51000,455000000.0,1
2017,2,196,4,5,5.0,1,2,1,48000,598000000.0,1
2023,10,80,4,6,5.0,1,3,12,0,716000000.0,0
2018,1,218,6,1,5.0,2,3,12,90000,190000000.0,1
2023,7,239,3,3,7.0,1,3,0,0,3039000000.0,0
2022,8,268,3,3,9.0,1,3,12,21000,628000000.0,1
2020,4,126,6,7,5.0,2,3,12,79000,49000000.0,1
2014,10,136,6,3,7.0,2,3,4,90000,330000000.0,1
2016,0,10,8,7,5.0,1,3,8,50000,1160000000.0,1
2022,6,38,2,5,5.0,1,2,6,40000,555000000.0,1
2019,3,47,4,6,5.0,1,3,0,25000,810000000.0,1
2023,8,178,2,6,7.0,1,3,12,0,950000000.0,0
2023,2,232,6,2,16.0,2,2,11,0,849000000.0,0
2022,8,268,3,3,7.0,1,3,11,19000,575000000.0,1
2018,7,41,6,7,5.0,1,3,1,19600,1180000000.0,1
2016,2,196,4,5,5.0,2,2,8,70000,425000000.0,1
2015,10,136,6,3,8.0,2,3,0,98000,365000000.0,1
2023,10,79,4,7,5.0,1,3,12,0,728000000.0,0
2022,4,21,6,7,5.0,1,3,12,18000,466000000.0,1
2007,10,136,6,3,8.0,2,3,11,180000,219000000.0,1
2010,10,109,2,6,7.0,1,3,1,99000,419000000.0,1
2016,10,109,6,6,7.0,2,2,12,43000,685000000.0,1
2017,10,57,2,7,5.0,1,3,10,40000,680000000.0,1
2005,6,28,2,7,5.0,1,3,1,9998,171000000.0,1
2023,2,227,6,6,5.0,1,3,1,0,822000000.0,0
2023,2,227,6,6,5.0,1,3,10,0,954000000.0,1
2017,10,270,4,1,5.0,1,3,12,40000,445000000.0,1
2021,7,41,6,7,5.0,1,3,12,18000,1239000000.0,1
2019,7,41,6,7,5.0,1,3,0,37000,1160000000.0,1
2021,8,268,3,3,7.0,2,3,3,17500,468000000.0,1
2013,0,6,8,7,5.0,1,3,2,78000,650000000.0,1
2023,0,6,6,7,5.0,1,3,1,7000,1655000000.0,1
2020,10,199,2,6,5.0,1,3,11,30000,515000000.0,1
2023,10,90,3,8,5.0,1,3,0,0,700000000.0,0
2009,1,58,6,6,7.0,1,3,0,100000,245000000.0,1
2019,2,196,4,5,5.0,2,2,4,45000,475000000.0,1
2019,6,13,4,7,5.0,1,3,0,70000,589000000.0,1
2021,7,90,8,1,5.0,1,3,0,740,6179000000.0,1
2020,5,198,6,3,7.0,1,3,0,40000,515000000.0,1
2022,4,85,3,6,5.0,1,3,10,25600,689000000.0,1
2022,7,91,6,7,5.0,1,3,1,15,2199000000.0,1
2023,8,269,2,6,7.0,1,3,12,0,661000000.0,0
2013,6,50,6,8,5.0,1,3,10,79088,420000000.0,1
2004,2,97,6,6,5.0,1,3,1,150000,175000000.0,1
2022,4,223,3,3,7.0,1,3,12,140000,605000000.0,1
2023,11,241,6,6,5.0,1,0,1,0,1090000000.0,0
2019,10,251,6,7,5.0,1,3,12,83257,435000000.0,1
2020,3,48,3,6,7.0,1,3,0,10000,700000000.0,1
2015,3,47,6,6,5.0,1,3,3,120000,570000000.0,1
2022,5,142,6,7,5.0,1,3,12,17000,789000000.0,1
2023,10,195,3,8,5.0,1,3,12,0,532000000.0,0
2006,2,99,6,6,7.0,2,2,1,187000,179000000.0,1
2018,8,181,4,6,7.0,1,3,3,47000,658000000.0,1
2018,7,91,6,7,5.0,1,3,1,32000,1188000000.0,1
2008,7,158,1,6,5.0,1,3,0,100000,395000000.0,1
2023,2,227,6,7,5.0,1,3,12,0,909000000.0,0
2023,10,195,3,6,5.0,1,3,0,0,532000000.0,0
2017,7,91,8,7,5.0,1,3,12,60000,1099000000.0,1
2023,4,126,6,8,5.0,1,3,0,0,68000000.0,0
2022,7,114,6,6,5.0,1,3,12,4000,1868000000.0,1
2016,5,172,6,1,5.0,2,3,12,100000,210000000.0,1
2019,1,74,6,5,5.0,1,2,1,0,498000000.0,1
2023,8,30,2,7,5.0,1,3,12,0,408500000.0,0
2014,7,112,8,1,5.0,1,3,6,55000,640000000.0,1
2008,7,162,1,6,7.0,1,3,1,90500,298000000.0,1
2018,10,136,6,3,8.0,2,3,3,41000,529000000.0,1
2020,5,206,0,6,5.0,1,3,12,28000,618000000.0,1
2021,5,215,6,6,6.0,1,3,0,31000,860000000.0,1
2023,4,89,6,3,7.0,1,3,1,0,149000000.0,0
2019,5,205,6,3,7.0,1,2,1,77000,865000000.0,1
2023,10,80,4,6,5.0,1,3,12,0,813000000.0,0
2017,1,74,4,5,5.0,1,2,0,68000,510000000.0,1
2021,8,30,4,7,5.0,1,3,10,10000,406000000.0,1
2023,3,37,3,6,7.0,1,3,12,0,661000000.0,0
2023,9,96,3,3,7.0,1,1,0,0,608000000.0,0
2016,10,136,6,3,8.0,2,3,11,96600,355000000.0,1
2023,5,206,6,6,5.0,1,3,2,0,170000000.0,0
2023,10,79,4,7,5.0,1,1,1,0,820000000.0,0
2007,4,248,0,6,7.0,1,2,0,110000,535000000.0,1
2005,8,129,2,6,7.0,1,3,4,124000,240000000.0,1
2019,3,47,4,6,5.0,1,3,12,60000,839000000.0,1
2004,10,133,2,9,16.0,1,3,9,120000,55000000.0,1
2010,10,136,6,3,8.0,2,3,11,164000,225000000.0,1
2007,3,72,6,7,5.0,1,3,0,68000,228000000.0,1
2019,10,270,4,1,5.0,1,3,10,27300,460000000.0,1
2022,5,141,0,7,5.0,1,3,10,2000,609000000.0,1
2019,2,196,4,5,5.0,1,2,6,55668,895000000.0,1
2017,7,201,6,7,5.0,1,3,12,46000,1639000000.0,1
2014,5,215,6,6,7.0,1,3,11,65000,490000000.0,1
2021,6,51,6,6,7.0,1,3,6,35000,839000000.0,1
2020,6,13,6,7,5.0,1,3,12,12200,709000000.0,1
2016,3,71,2,7,5.0,1,3,12,50000,335000000.0,1
2020,7,91,6,7,5.0,1,3,1,45000,1590000000.0,1
2015,2,232,6,2,16.0,2,2,11,195000,435000000.0,1
2023,7,118,1,6,7.0,1,3,8,0,5249000000.0,0
2017,5,197,0,7,5.0,2,3,12,50000,265000000.0,1
2023,2,232,6,9,16.0,2,2,0,0,278000000.0,0
2009,0,6,8,7,5.0,1,3,1,118000,310000000.0,1
2002,8,140,6,6,8.0,2,3,2,123,75000000.0,1
2015,2,93,1,6,5.0,1,3,10,107000,335000000.0,1
2022,2,196,4,5,5.0,1,3,1,11800,1050000000.0,1
2018,6,50,6,6,5.0,1,3,2,57000,638000000.0,1
2023,5,220,6,6,5.0,1,3,12,0,799000000.0,0
2023,5,61,6,6,7.0,1,3,1,0,1209000000.0,0
2022,10,195,3,6,5.0,1,3,12,9000,530000000.0,1
2022,6,51,6,6,7.0,1,3,12,3000,988000000.0,1
2012,10,136,6,3,8.0,1,3,11,110000,345000000.0,1
2008,10,259,3,8,7.0,1,3,11,79000,339000000.0,1
2023,10,251,6,7,5.0,1,3,10,0,562000000.0,0
2020,2,99,4,6,7.0,1,2,1,26000,938000000.0,1
2021,3,47,6,6,7.0,3,3,2,46000,850000000.0,1
2012,3,47,6,6,5.0,1,3,11,110000,415000000.0,1
2016,10,136,6,7,8.0,2,3,3,90000,379000000.0,1
2017,3,47,6,6,5.0,1,3,12,56000,625000000.0,1
2015,10,79,6,7,5.0,1,3,0,34000,459990000.0,1
2019,2,232,6,9,7.0,2,2,0,140000,618000000.0,1
2018,2,106,6,7,5.0,1,3,0,60000,420000000.0,1
2022,7,41,6,7,5.0,1,3,6,513,1650000000.0,1
2018,6,50,6,6,5.0,1,3,2,70000,620000000.0,1
2014,2,106,6,7,5.0,1,3,10,99000,377000000.0,1
2023,8,30,2,7,5.0,1,3,12,0,490000000.0,0
2020,4,204,6,6,7.0,1,3,10,39000,888000000.0,1
2018,6,3,4,1,5.0,1,3,12,16000,415000000.0,1
2022,11,156,6,7,5.0,1,3,10,21000,615000000.0,1
2016,1,218,3,8,5.0,2,3,0,123456,158000000.0,1
2021,4,94,6,7,5.0,1,3,12,6200,595000000.0,1
2023,8,178,2,6,7.0,1,3,10,0,825000000.0,0
2013,2,105,6,1,5.0,1,3,12,100000,275000000.0,1
2021,10,79,6,7,5.0,1,3,1,30000,625000000.0,1
2022,2,196,6,5,5.0,2,2,12,9000,568000000.0,1
2021,2,229,6,3,7.0,1,3,12,22000,879000000.0,1
2023,8,30,3,7,5.0,2,3,12,0,369000000.0,0
2022,7,115,6,6,5.0,1,3,0,0,2290000000.0,0
2021,2,99,3,6,7.0,1,2,10,45000,825000000.0,1
2020,9,96,2,3,7.0,2,3,12,76000,389000000.0,1
2018,2,232,6,3,16.0,2,2,11,127,615000000.0,1
2020,5,205,6,3,7.0,1,2,1,25000,969000000.0,1
2010,8,130,3,7,5.0,1,3,1,91500,359500000.0,1
2022,5,215,6,6,7.0,1,2,12,0,1139000000.0,0
2020,10,251,6,7,5.0,1,3,0,52000,405000000.0,1
2019,5,176,6,7,5.0,1,3,6,29500,595000000.0,1
2019,4,126,0,7,5.0,1,3,11,80000,330000000.0,1
2015,7,91,8,7,5.0,1,3,1,85000,660000000.0,1
2019,10,136,6,3,8.0,2,3,11,82000,539000000.0,1
2023,2,227,6,6,5.0,1,3,10,86,899999999.0,1
2015,6,38,4,5,5.0,1,2,12,87000,390000000.0,1
2019,5,205,0,3,7.0,1,2,10,50000,815000000.0,1
2020,2,196,4,5,5.0,1,2,12,50000,565000000.0,1
2020,10,33,3,3,5.0,2,3,11,33600,408000000.0,1
2011,2,106,6,1,5.0,1,3,0,8598,269000000.0,1
2012,1,218,1,1,5.0,1,3,0,0,135000000.0,1
2023,4,89,6,8,7.0,1,3,0,0,850000000.0,0
2021,3,47,6,6,7.0,1,3,12,45000,875000000.0,1
2017,5,172,6,1,5.0,2,3,5,130000,180000000.0,1
2018,10,270,4,1,5.0,1,3,4,78166,445000000.0,1
2022,7,118,1,6,7.0,1,3,1,0,5309000000.0,0
2017,10,270,4,1,5.0,1,3,12,40000,445000000.0,1
2013,2,97,6,6,5.0,1,3,1,91000,358000000.0,1
2023,5,61,6,6,7.0,0,2,12,3000,1400000000.0,1
2021,5,172,6,1,5.0,1,3,5,25000,372000000.0,1
2017,6,50,6,6,5.0,1,3,10,60000,630000000.0,1
2018,10,135,4,5,5.0,1,2,7,60000,585000000.0,1
2019,10,79,6,7,5.0,1,3,12,42000,586000000.0,1
2019,6,3,4,7,5.0,1,3,12,50000,399000000.0,1
2023,2,196,6,5,5.0,1,2,8,11,707000000.0,0
2015,4,204,0,6,7.0,1,3,4,71000,545000000.0,1
2023,0,272,8,4,2.0,1,3,0,0,3139000000.0,0
2021,5,205,6,3,7.0,1,2,10,46123,946000000.0,1
2020,9,267,3,6,7.0,1,3,0,23000,515000000.0,1
2005,3,175,1,3,8.0,1,3,0,90000,347000000.0,1
2021,2,93,6,6,5.0,1,3,0,35000,489000000.0,1
2016,10,136,6,3,8.0,2,3,11,72000,365000000.0,1
2021,8,181,4,6,7.0,1,2,3,10000,905000000.0,1
2022,6,3,2,7,4.0,1,3,12,8800,450000000.0,1
2023,2,227,6,6,5.0,1,3,10,7500,839000000.0,1
2011,2,97,6,6,5.0,1,3,11,120000,279000000.0,1
2022,2,232,6,9,16.0,2,2,0,28000,755000000.0,1
2023,6,11,6,6,5.0,1,3,10,0,849000000.0,0
2022,3,72,4,7,5.0,1,3,10,0,775000000.0,0
2017,2,196,4,5,5.0,1,2,0,59000,650000000.0,1
2010,10,109,2,6,7.0,1,3,1,99000,419000000.0,1
2017,1,74,4,5,5.0,1,2,10,65000,450000000.0,1
2019,10,109,6,6,7.0,1,2,3,67000,840000000.0,1
2021,8,269,2,3,7.0,1,3,12,29000,590000000.0,1
2022,0,12,6,8,5.0,1,3,0,0,1829000000.0,0
2016,1,34,6,7,5.0,2,3,12,120000,168000000.0,1
2016,7,41,6,7,5.0,1,3,12,75000,868000000.0,1
2014,0,12,8,6,5.0,1,3,1,65000,850000000.0,1
2023,2,227,6,6,5.0,1,3,8,0,820000000.0,0
2008,10,133,6,3,6.0,2,2,6,176000,235000000.0,1
2011,10,109,6,6,8.0,1,3,12,130000,351000000.0,1
2022,3,47,6,6,7.0,1,3,2,0,913000000.0,0
2016,4,276,9,6,5.0,1,3,3,58000,345000000.0,1
2016,6,50,2,6,5.0,1,3,10,108000,470000000.0,1
2020,5,206,6,6,5.0,1,3,12,38800,588000000.0,1
2022,10,136,6,3,8.0,2,3,12,42000,695000000.0,1
2010,4,123,0,1,5.0,2,3,0,119,148000000.0,1
2019,10,136,6,3,8.0,2,3,11,93000,535000000.0,1
2023,4,21,0,7,5.0,1,3,12,0,79000000.0,0
2021,5,61,6,3,7.0,1,2,2,36000,1265000000.0,1
2023,5,206,0,6,5.0,1,3,12,0,594000000.0,0
2019,4,94,0,7,5.0,1,3,10,50000,475000000.0,1
2018,4,236,6,6,5.0,1,2,0,70000,690000000.0,1
2019,5,172,6,1,5.0,1,3,10,69000,280000000.0,1
2007,4,123,6,1,5.0,1,3,2,99000,168000000.0,1
2019,2,93,6,6,5.0,1,3,12,28000,460000000.0,1
2017,2,196,4,5,5.0,2,2,4,92,528000000.0,1
2016,5,205,0,6,7.0,1,2,11,90000,659000000.0,1
2022,4,90,3,3,7.0,1,3,12,0,452000000.0,0
2009,2,99,6,6,7.0,2,2,10,1234,285000000.0,1
2020,10,79,3,7,5.0,1,3,12,51096,610000000.0,1
2018,6,50,6,6,5.0,1,3,2,60000,618000000.0,1
2017,10,79,6,7,5.0,1,3,11,50000,480000000.0,1
2016,6,13,2,7,5.0,1,3,3,80000,430000000.0,1
2023,4,85,3,6,5.0,1,3,0,0,555000000.0,0
2023,2,196,6,6,5.0,1,3,12,0,742000000.0,0
2007,1,58,1,6,7.0,1,3,1,113000,168000000.0,1
2010,10,134,1,6,7.0,1,3,11,87000,630000000.0,1
2008,8,129,6,3,7.0,1,3,0,108240,272000000.0,1
2023,10,270,3,6,5.0,1,3,2,0,730000000.0,0
2014,3,175,1,3,8.0,1,3,6,120000,1390000000.0,1
2019,2,232,6,2,16.0,2,2,11,92000,615000000.0,1
2023,10,251,6,7,5.0,1,3,0,0,500000000.0,0
2016,3,47,6,6,5.0,1,3,0,60000,620000000.0,1
2020,5,215,6,6,7.0,1,2,12,67000,639000000.0,1
2022,7,115,6,6,5.0,1,3,1,175,2369000000.0,1
2020,2,196,4,5,5.0,2,2,8,39000,528000000.0,1
2016,1,34,6,7,5.0,1,3,12,60000,219000000.0,1
2015,6,38,2,5,5.0,2,2,11,60000,305000000.0,1
2023,5,60,6,6,7.0,1,3,0,0,629000000.0,0
2005,3,175,1,3,8.0,1,3,2,93568,350000000.0,1
2022,3,47,6,6,7.0,1,3,12,9500,929000000.0,1
2023,5,61,6,3,8.0,1,2,12,19000,1185000000.0,1
2022,11,156,6,7,5.0,1,3,1,0,750000000.0,1
2022,10,79,4,7,4.0,1,3,6,15000,720000000.0,1
2018,2,196,4,5,5.0,2,2,12,63000,460000000.0,1
2021,8,268,3,3,7.0,1,3,3,29000,532000000.0,1
2022,3,71,6,7,5.0,1,3,2,16000,535000000.0,1
2019,2,196,4,5,5.0,1,2,6,55668,895000000.0,1
2022,10,251,6,7,5.0,2,3,0,15000,415000000.0,1
2005,8,129,6,3,5.0,1,3,12,212000,195000000.0,1
2023,5,61,0,7,5.0,1,3,12,3900,1345000000.0,1
2011,0,261,1,6,8.0,1,3,1,80000,452000000.0,1
2011,2,106,6,1,5.0,1,3,10,99999,239000000.0,1
2019,5,198,6,3,5.0,1,3,11,70000,450000000.0,1
2022,7,114,6,6,5.0,1,3,12,4000,1868000000.0,1
2010,2,97,6,6,5.0,1,3,9,79000,269000000.0,1
2022,5,220,6,8,5.0,1,2,0,0,944000000.0,0
2022,10,251,6,7,5.0,1,3,11,54000,505000000.0,1
2022,7,91,6,7,5.0,1,3,1,39,2189000000.0,1
2017,1,233,0,6,5.0,1,3,0,70000,425000000.0,1
2011,10,209,1,3,7.0,1,3,4,65000,795000000.0,1
2015,4,126,9,1,5.0,1,3,10,42000,285000000.0,1
2023,11,241,6,6,5.0,1,0,2,0,1090000000.0,0
2019,3,40,9,1,5.0,1,3,10,137000,320000000.0,1
2020,2,196,4,5,5.0,2,2,2,39000,528000000.0,1
2022,7,41,6,7,5.0,1,3,8,0,1660000000.0,0
2013,2,106,6,1,5.0,1,3,11,7200,358000000.0,1
2017,1,87,1,7,5.0,1,3,0,70000,310000000.0,1
2023,10,270,3,8,5.0,1,3,1,0,693000000.0,0
2023,2,232,6,9,16.0,2,2,0,0,278000000.0,0
2015,10,136,6,8,8.0,2,3,4,0,335000000.0,1
2006,10,136,6,3,8.0,2,3,11,123000,175000000.0,1
2005,7,193,8,6,6.0,1,3,12,125000,305000000.0,1
2023,4,236,6,6,5.0,1,3,2,0,765000000.0,0
2016,2,98,6,7,5.0,1,3,11,61000,345000000.0,1
2023,2,196,6,5,5.0,1,2,10,0,672000000.0,0
2018,5,198,6,3,7.0,1,3,12,32000,515000000.0,1
2017,5,198,6,6,7.0,0,2,10,68000,418000000.0,1
2019,10,136,2,3,8.0,2,3,4,150000,540000000.0,1
2019,3,139,6,1,4.0,1,3,1,12000,445000000.0,1
2008,5,172,0,1,5.0,2,3,2,170000,110000000.0,1
2013,10,109,6,6,7.0,1,3,6,52000,440000000.0,1
2021,10,199,3,6,9.0,1,3,12,70000,539000000.0,1
2020,11,104,9,1,5.0,1,3,10,43000,318000000.0,1
2020,8,269,3,6,5.0,1,3,7,45000,538000000.0,1
2016,10,136,6,3,8.0,2,3,4,86223,369000000.0,1
2022,6,5,6,7,5.0,1,3,12,20000,540000000.0,1
2000,10,57,6,7,5.0,2,3,8,1,235000000.0,1
2018,1,34,6,7,5.0,1,3,1,50000,240000000.0,1
2019,8,169,4,1,5.0,2,3,0,22000,235000000.0,1
2003,0,6,8,6,5.0,1,3,1,200000,98000000.0,1
2023,6,5,6,7,5.0,1,3,2,0,579000000.0,0
2019,10,199,3,6,7.0,1,3,11,36800,520000000.0,1
2014,2,93,6,6,5.0,1,3,11,48000,325000000.0,1
2021,10,136,6,3,8.0,2,3,4,66000,665000000.0,1
2020,5,206,0,6,5.0,1,3,12,28000,618000000.0,1
2005,10,273,6,6,8.0,2,3,0,0,176000000.0,1
2023,3,37,3,3,7.0,1,3,12,0,705000000.0,0
2023,7,115,6,6,5.0,1,3,12,3000,2719000000.0,1
2012,5,60,0,6,7.0,1,3,4,79000,265000000.0,1
2018,1,74,4,5,5.0,1,2,12,26000,518000000.0,1
2019,8,268,3,3,7.0,1,3,12,28000,515000000.0,1
2013,7,117,8,6,5.0,1,3,10,78000,590000000.0,1
2020,9,96,2,3,7.0,2,3,12,76000,389000000.0,1
2017,6,3,4,1,5.0,1,3,0,7900,325000000.0,1
2009,10,109,6,6,7.0,1,3,1,112000,439000000.0,1
2017,5,67,6,7,5.0,1,3,0,54000,435000000.0,1
2022,4,204,6,6,7.0,1,3,1,24000,938000000.0,1
2022,5,141,6,7,2.0,1,3,6,10000,578000000.0,1
2009,10,247,1,6,5.0,1,3,0,78000,390000000.0,1
1992,3,22,2,7,5.0,2,3,2,123456,41868000.0,1
2018,2,196,4,5,5.0,2,2,2,68000,435000000.0,1
2017,7,41,8,7,5.0,1,3,1,50000,855000000.0,1
2022,5,142,6,7,5.0,1,3,0,0,165000000.0,0
2023,2,232,6,3,16.0,2,2,11,0,849000000.0,0
2023,5,60,0,6,7.0,1,3,0,0,589000000.0,0
