manufacture_date,brand,model,origin,type,seats,gearbox,fuel,color,mileage_v2,condition
2008,Mercedes Benz,GL Class,Mỹ,SUV / Cross over,7.0,AT,oil,black,85000,used
2017,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,white,47000,used
2017,Chevrolet,Colorado,Thái Lan,Pick-up (bán tải),5.0,AT,oil,black,90000,used
2021,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,white,4700,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,blue,39000,used
2018,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,76888,used
2016,Ford,EcoSport,Nước khác,SUV / Cross over,5.0,AT,petrol,red,80000,used
2001,Mitsubishi,Jolie,Nhật Bản,SUV / Cross over,8.0,MT,petrol,blue,60000,used
2003,Toyota,Camry,Việt Nam,Sedan,5.0,MT,petrol,black,99000,used
2023,Hyundai,Grand i10,Thái Lan,Sedan,5.0,MT,petrol,white,0,new
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,black,72000,used
2021,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,red,20000,used
2021,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,others,29000,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,66000,used
2016,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,oil,white,106000,used
2019,Hyundai,Grand i10,Việt Nam,Sedan,5.0,AT,petrol,white,71000,used
2003,Ford,Mondeo,Việt Nam,Sedan,5.0,AT,petrol,black,57000,used
2023,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,blue,0,new
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,blue,45000,used
2021,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,white,30000,used
2023,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,MT,oil,red,4000,used
2014,Kia,Sportage,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,white,70000,used
2021,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,2.0,AT,petrol,blue,10000,used
2007,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,96000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,black,80000,used
2012,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,grey,200000,used
2013,Kia,Carens,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,91000,used
2021,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,white,36000,used
2022,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,grey,62529,used
2021,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,22000,used
2021,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,76000,used
2022,Toyota,Veloz Cross,Nước khác,Minivan (MPV),9.0,AT,petrol,red,20000,used
2016,Hyundai,Grand i10,Hàn Quốc,Hatchback,5.0,MT,petrol,white,80000,used
2021,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,white,21000,used
2015,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,MT,oil,silver,140000,used
2020,Toyota,Hilux,Thái Lan,Pick-up (bán tải),5.0,AT,oil,red,5000,used
2013,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,gold,10000,used
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,red,20000,used
2023,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,AT,petrol,white,0,new
2022,Kia,K5,Việt Nam,Sedan,5.0,AT,petrol,white,9000,used
2019,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,MT,petrol,white,13000,used
2022,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,white,19700,used
2021,Vinfast,Fadil,Việt Nam,Hatchback,5.0,AT,petrol,blue,47000,used
2022,Mitsubishi,Triton,Nhật Bản,Pick-up (bán tải),4.0,AT,oil,white,29000,used
2021,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,orange,14000,used
2010,Kia,Forte,Việt Nam,Sedan,5.0,MT,petrol,grey,105000,used
2019,Hyundai,Grand i10,Hàn Quốc,Sedan,5.0,MT,petrol,white,65000,used
2016,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,white,30000,used
2021,Mitsubishi,Xpander,Nước khác,Minivan (MPV),7.0,AT,petrol,white,18000,used
2012,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,grey,77000,used
2023,Vinfast,Dòng khác,Việt Nam,SUV / Cross over,5.0,AT,electric,orange,2,used
2015,Mazda,BT 50,Nhật Bản,Pick-up (bán tải),5.0,MT,oil,silver,60000,used
2022,Kia,K5,Việt Nam,Sedan,5.0,AT,petrol,red,35000,used
2010,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,black,120000,used
2007,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,blue,123456,used
2022,Mitsubishi,Outlander,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,16000,used
2017,Hyundai,Elantra,Việt Nam,Sedan,5.0,MT,petrol,white,66000,used
2022,Kia,K3,Việt Nam,Sedan,5.0,AT,petrol,grey,18000,used
2017,Mercedes Benz,E Class,Việt Nam,Sedan,5.0,AT,petrol,black,54000,used
1995,Toyota,Corolla,Nhật Bản,Sedan,5.0,MT,petrol,grey,123485,used
2019,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,black,19000,used
2017,Ford,Transit,Việt Nam,Minivan (MPV),16.0,MT,oil,pink,190000,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,others,79000,used
2020,Toyota,Corolla Cross,Nước khác,SUV / Cross over,5.0,AT,petrol,black,47000,used
2008,Toyota,RAV4,Nhật Bản,SUV / Cross over,5.0,AT,petrol,gold,99000,used
2009,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,100000,used
2021,Mitsubishi,Xpander Cross,Nước khác,Minivan (MPV),7.0,AT,petrol,white,45000,used
2012,Ford,Focus,Việt Nam,Hatchback,5.0,AT,petrol,white,100,used
2018,Mercedes Benz,GLC,Đức,SUV / Cross over,5.0,AT,petrol,blue,30000,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,150000,used
2021,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,black,40,used
2016,Kia,Morning,Việt Nam,Hatchback,5.0,AT,petrol,red,8386,used
2009,Kia,Carnival,Việt Nam,Minivan (MPV),7.0,AT,petrol,brown,126000,used
2023,Vinfast,VF5,Việt Nam,SUV / Cross over,5.0,AT,electric,black,0,new
2022,Toyota,Veloz,Nước khác,Minivan (MPV),7.0,AT,petrol,white,29000,used
2023,Ford,Territory,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,99,used
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,white,50000,used
2018,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),5.0,MT,oil,grey,62000,used
2008,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,108000,used
2020,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,red,39000,used
2020,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,44800,used
2021,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,red,33000,used
2019,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,white,21000,used
2019,Kia,Optima,Việt Nam,Sedan,5.0,AT,petrol,grey,29500,used
2008,Kia,Morning,Hàn Quốc,Sedan,5.0,MT,petrol,blue,60000,used
2014,Chevrolet,Spark,Việt Nam,Hatchback,2.0,MT,petrol,silver,78000,used
2020,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,36000,used
2007,Ford,Focus,Việt Nam,Sedan,5.0,MT,petrol,black,7000,used
2009,Honda,Civic,Việt Nam,Sedan,5.0,AT,petrol,black,98000,used
2014,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,70000,used
2005,Toyota,Land Cruiser,Nhật Bản,SUV / Cross over,8.0,MT,petrol,pink,180000,used
2021,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,grey,27000,used
2021,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,22000,used
2014,Kia,Morning,Hàn Quốc,Hatchback,2.0,AT,petrol,silver,50000,used
2017,Ford,Focus,Việt Nam,Sedan,5.0,AT,petrol,red,48000,used
2022,Hyundai,Accent,Việt Nam,Sedan,5.0,AT,petrol,silver,30,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,grey,84000,used
2014,Toyota,Yaris,Việt Nam,Hatchback,5.0,AT,petrol,white,70000,used
2019,Honda,CR V,Thái Lan,SUV / Cross over,5.0,AT,petrol,white,80000,used
2015,Mazda,3,Nhật Bản,Sedan,5.0,AT,petrol,white,90000,used
2018,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,55000,used
2018,Toyota,Vios,Nhật Bản,Sedan,5.0,MT,petrol,white,147000,used
2023,Kia,Seltos,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,0,new
2009,Hyundai,Tucson,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,black,185000,used
2014,Toyota,Innova,Việt Nam,Minivan (MPV),7.0,MT,petrol,silver,74000,used
2008,Toyota,Innova,Nhật Bản,Minivan (MPV),8.0,MT,petrol,others,32000,used
2016,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,125000,used
2021,Vinfast,1083,Việt Nam,Sedan,5.0,AT,petrol,black,41998,used
2021,Honda,City,Việt Nam,Sedan,2.0,AT,petrol,black,36900,used
2017,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,3999,used
2022,Mercedes Benz,GLC Class,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,2600,used
2016,Mercedes Benz,GLE Class,Mỹ,SUV / Cross over,5.0,AT,petrol,black,94000,used
2014,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,others,93000,used
2022,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,red,4500,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,85000,used
2009,Hyundai,Santa Fe,Hàn Quốc,SUV / Cross over,7.0,AT,oil,silver,100000,used
2019,Honda,HR-V,Thái Lan,SUV / Cross over,5.0,AT,petrol,white,90000,used
2018,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,8500,used
2022,Kia,Carnival,Việt Nam,Minivan (MPV),7.0,AT,oil,black,13000,used
2017,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,58000,used
2017,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,black,135000,used
2020,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,black,20600,used
2021,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,29000,used
2010,Mazda,3,Đài Loan,Sedan,5.0,AT,petrol,silver,170000,used
2021,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,gold,45113,used
2017,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,AT,petrol,red,105000,used
2019,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,white,89000,used
2017,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,orange,95000,used
2018,Mazda,3,Việt Nam,Hatchback,5.0,AT,petrol,red,45000,used
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,white,59559,used
2019,Toyota,Fortuner,Nước khác,SUV / Cross over,7.0,AT,petrol,white,15000,used
2012,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,90000,used
2022,Toyota,Veloz,Nhật Bản,Minivan (MPV),7.0,AT,petrol,white,900,used
2015,Kia,Sedona,Hàn Quốc,Minivan (MPV),7.0,AT,petrol,white,78999,used
2019,Ford,Focus,Việt Nam,Sedan,5.0,AT,petrol,grey,39000,used
2009,Hyundai,Getz,Hàn Quốc,Hatchback,5.0,MT,petrol,silver,18000,used
2023,Toyota,Veloz Cross,Việt Nam,Minivan (MPV),7.0,AT,petrol,black,11000,used
2016,Kia,Sedona,Việt Nam,Minivan (MPV),7.0,AT,petrol,brown,72000,used
2011,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,red,36000,used
2018,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,white,120000,used
2021,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,white,60000,used
2023,Kia,Sportage,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,blue,0,new
2021,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,brown,32000,used
2022,Kia,K5,Hàn Quốc,Sedan,5.0,AT,petrol,white,0,new
2018,Toyota,Wigo,Nước khác,Hatchback,5.0,MT,petrol,silver,122000,used
2021,Honda,HR-V,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,27000,used
2022,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,10000,used
2020,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,gold,40000,used
2019,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,MT,oil,grey,40000,used
2008,Kia,Forte,Hàn Quốc,Sedan,5.0,AT,petrol,white,140000,used
2018,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,68786,used
2016,Toyota,Yaris,Thái Lan,Hatchback,5.0,AT,petrol,white,60000,used
2001,Chevrolet,Aveo,Hàn Quốc,Sedan,5.0,MT,petrol,white,73000,used
2022,Kia,Sonet,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,3200,used
2020,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,black,64000,used
2019,Ford,EcoSport,Mỹ,SUV / Cross over,5.0,AT,petrol,white,58000,used
2018,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,41000,used
2017,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,white,50000,used
2021,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,oil,white,37000,used
2016,Kia,Rondo,Hàn Quốc,Minivan (MPV),7.0,AT,petrol,silver,85000,used
2021,Toyota,Hilux,Thái Lan,Pick-up (bán tải),2.0,AT,oil,silver,30000,used
2004,Toyota,Zace,Việt Nam,SUV / Cross over,8.0,MT,petrol,green,120000,used
2019,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,silver,85487,used
2020,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,42000,used
2021,Toyota,Raize,Nhật Bản,SUV / Cross over,5.0,AT,petrol,red,19000,used
2022,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,others,24000,used
2020,Mazda,CX 8,Việt Nam,SUV / Cross over,7.0,AT,petrol,blue,60000,used
2019,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,white,125000,used
2016,Kia,Rio,Hàn Quốc,Hatchback,5.0,AT,petrol,black,75820,used
2017,Hyundai,Grand i10,Ấn Độ,Sedan,5.0,MT,petrol,grey,80000,used
1987,Toyota,Camry,Nhật Bản,Sedan,5.0,MT,petrol,white,50000,used
2016,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,AT,petrol,silver,12000,used
2009,Chevrolet,Spark,Hàn Quốc,Hatchback,5.0,MT,petrol,white,150000,used
2021,Kia,Seltos,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,orange,48000,used
2014,Ford,EcoSport,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,115000,used
2018,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,21000,used
2018,Hyundai,Grand i10,Việt Nam,Sedan,5.0,MT,petrol,gold,154321,used
2020,Mitsubishi,Attrage,Nhật Bản,Sedan,5.0,AT,petrol,red,40000,used
2014,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,MT,petrol,green,120390,used
2020,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,black,28000,used
2019,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,MT,oil,black,55000,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,red,55000,used
2022,Ford,Focus,Việt Nam,Sedan,5.0,AT,petrol,white,76000,used
2020,Kia,Cerato,Việt Nam,Sedan,5.0,AT,petrol,white,53126,used
2009,Mercedes Benz,GLK Class,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,149999,used
2023,Kia,Sonet,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,0,new
2014,Ford,Everest,Việt Nam,SUV / Cross over,7.0,MT,oil,black,128000,used
2020,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,32000,used
2022,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,22000,used
2022,Hyundai,Creta,Việt Nam,SUV / Cross over,2.0,AT,petrol,blue,16000,used
2019,Honda,CR V,Thái Lan,SUV / Cross over,7.0,AT,petrol,red,53000,used
2015,Mazda,BT 50,Thái Lan,Pick-up (bán tải),5.0,MT,oil,silver,83000,used
2013,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,90000,used
2021,Honda,Brio,Thái Lan,Hatchback,5.0,AT,petrol,red,20000,used
2005,Mitsubishi,Grandis,Việt Nam,Minivan (MPV),8.0,AT,petrol,silver,100000,used
2020,Kia,Soluto,Việt Nam,Sedan,5.0,AT,petrol,red,43000,used
2019,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,others,115882,used
2009,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,blue,80000,used
2015,Mazda,BT 50,Nhật Bản,Pick-up (bán tải),5.0,AT,petrol,brown,91000,used
2023,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,AT,petrol,white,0,new
2009,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,silver,160000,used
2020,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,petrol,blue,40000,used
2008,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,grey,13000,used
2019,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,white,25280,used
2015,Kia,Carens,Việt Nam,SUV / Cross over,5.0,MT,petrol,gold,80000,used
2016,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,white,90000,used
2021,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,blue,42000,used
2010,Hyundai,Elantra,Hàn Quốc,Sedan,5.0,AT,petrol,white,91234,used
2014,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,grey,68000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,white,55000,used
2022,Toyota,Veloz,Nước khác,Minivan (MPV),8.0,AT,petrol,black,29000,used
2005,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,black,25000,used
2014,Toyota,Innova,Việt Nam,Minivan (MPV),7.0,MT,petrol,silver,127560,used
2015,Toyota,Fortuner,Nhật Bản,SUV / Cross over,7.0,AT,petrol,black,200000,used
2022,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,black,38000,used
2017,Hyundai,Grand i10,Việt Nam,Hatchback,5.0,AT,petrol,white,88000,used
2019,Mercedes Benz,C Class,Việt Nam,Sedan,5.0,AT,petrol,blue,23000,used
2017,Toyota,Innova,Việt Nam,Minivan (MPV),8.0,MT,petrol,white,99000,used
2023,Hyundai,Creta,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,800,used
2019,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,oil,white,163000,used
2007,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,silver,140000,used
2017,Ford,Transit,Việt Nam,Van,6.0,MT,oil,black,145,used
2022,Kia,Carnival,Việt Nam,Minivan (MPV),8.0,AT,petrol,white,18000,used
2015,Chevrolet,Cruze,Mỹ,Sedan,5.0,MT,petrol,white,192000,used
2019,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,oil,white,15,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,46000,used
2023,Hyundai,Creta,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,black,0,new
2022,Kia,Soluto,Việt Nam,Sedan,5.0,MT,petrol,white,4699,used
2017,Chevrolet,Colorado,Thái Lan,Pick-up (bán tải),5.0,MT,oil,brown,104000,used
2016,Kia,Sedona,Hàn Quốc,Minivan (MPV),7.0,AT,petrol,blue,72000,used
2022,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,8000,used
2008,Kia,Morning,Hàn Quốc,Hatchback,5.0,MT,petrol,white,15000,used
2022,Mitsubishi,Xpander,Nhật Bản,Minivan (MPV),7.0,AT,petrol,white,36000,used
2022,Mazda,3,Nhật Bản,Sedan,5.0,AT,petrol,white,26000,used
2019,Mazda,2,Nhật Bản,Hatchback,5.0,AT,petrol,red,75000,used
2018,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,88439,used
2018,Honda,City,Việt Nam,Sedan,5.0,AT,petrol,red,80000,used
2017,Hyundai,Grand i10,Ấn Độ,Hatchback,5.0,AT,petrol,white,55000,used
2009,Ford,Escape,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,80000,used
2021,Ford,Ranger,Thái Lan,Pick-up (bán tải),5.0,AT,oil,blue,28000,used
2022,Mazda,3,Việt Nam,Sedan,5.0,AT,petrol,blue,26500,used
2019,Hyundai,Tucson,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,white,66000,used
2018,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,black,65000,used
2021,Hyundai,Grand i10,Việt Nam,Sedan,5.0,MT,petrol,white,13000,used
2020,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,56999,used
2019,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,silver,67000,used
2020,Vinfast,1083,Việt Nam,Sedan,5.0,AT,petrol,black,32000,used
2021,Mazda,CX 3,Thái Lan,SUV / Cross over,5.0,AT,petrol,red,30000,used
2019,Ford,Transit,Mỹ,Van,6.0,MT,oil,silver,200000,used
2016,Kia,Sorento,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,90000,used
2008,Honda,Civic,Nhật Bản,Sedan,4.0,MT,petrol,black,105000,used
2011,Ford,Escape,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,102658,used
2017,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,grey,100000,used
2018,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,blue,97000,used
2018,Hyundai,Tucson,Việt Nam,SUV / Cross over,5.0,AT,petrol,white,45000,used
2019,Kia,K3,Hàn Quốc,Sedan,5.0,AT,petrol,red,100000,used
2020,Mazda,CX 5,Việt Nam,SUV / Cross over,5.0,AT,petrol,red,40000,used
2014,Toyota,Innova,Việt Nam,Sedan,8.0,MT,petrol,grey,106,used
2018,Mercedes Benz,C Class,Đức,Sedan,5.0,AT,petrol,black,50000,used
2018,Mitsubishi,Pajero Sport,Thái Lan,SUV / Cross over,7.0,AT,petrol,silver,29000,used
2019,Hyundai,Accent,Việt Nam,Sedan,5.0,MT,petrol,silver,111198,used
2022,Mercedes Benz,V Class,Nước khác,Minivan (MPV),6.0,AMT,petrol,white,0,new
2020,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,white,156263,used
2019,Hyundai,Kona,Việt Nam,SUV / Cross over,5.0,AT,petrol,black,46000,used
2022,Mitsubishi,Triton,Thái Lan,Pick-up (bán tải),2.0,AT,oil,white,37000,used
2023,Toyota,Avanza,Việt Nam,Minivan (MPV),7.0,AT,petrol,white,0,new
2009,Honda,CR V,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,50000,used
2011,Toyota,Sienna,Mỹ,Minivan (MPV),7.0,AT,petrol,gold,65000,used
2013,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,black,89000,used
2019,Vinfast,Lux A2.0,Việt Nam,Sedan,5.0,AT,petrol,orange,80000,used
2016,Mercedes Benz,C Class,Đức,Sedan,5.0,AT,petrol,black,40000,used
2020,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,AT,petrol,red,46000,used
2009,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,MT,oil,silver,16000,used
2020,Mercedes Benz,GLC,Việt Nam,SUV / Cross over,5.0,AT,petrol,grey,6000,used
2019,Ford,Everest,Thái Lan,SUV / Cross over,7.0,AT,oil,black,54000,used
2017,Hyundai,Elantra,Việt Nam,Sedan,5.0,AT,petrol,brown,110,used
2016,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,73000,used
2008,Toyota,Corolla Altis,Việt Nam,Sedan,5.0,MT,petrol,black,130000,used
2018,Hyundai,Santa Fe,Việt Nam,SUV / Cross over,7.0,AT,oil,others,86884,used
2003,Toyota,Camry,Việt Nam,Sedan,5.0,AT,petrol,white,200000,used
2020,Mitsubishi,Attrage,Thái Lan,Sedan,5.0,MT,petrol,red,50000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,white,49000,used
2008,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,grey,69417,used
2021,Toyota,Raize,Nước khác,SUV / Cross over,5.0,AT,petrol,red,12000,used
2015,Toyota,Vios,Việt Nam,Sedan,5.0,MT,petrol,gold,70000,used
2011,Chevrolet,Cruze,Mỹ,Sedan,5.0,MT,petrol,silver,73123,used
2021,Vinfast,1083,Việt Nam,Sedan,5.0,AT,petrol,white,38000,used
2009,Hyundai,Getz,Hàn Quốc,Hatchback,5.0,MT,petrol,blue,6666,used
2007,Ford,Escape,Ấn Độ,SUV / Cross over,5.0,AT,petrol,pink,17,used
2023,Ford,Territory,Mỹ,SUV / Cross over,5.0,AT,petrol,red,0,new
2010,Kia,Morning,Hàn Quốc,Hatchback,2.0,AT,petrol,white,9,used
2009,Kia,Morning,Hàn Quốc,Hatchback,5.0,AT,petrol,white,95000,used
2011,Kia,Sportage,Hàn Quốc,SUV / Cross over,5.0,AT,petrol,white,86000,used
2021,Ford,Ranger,Việt Nam,Pick-up (bán tải),5.0,AT,oil,black,27000,used
2021,Honda,CR V,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,45000,used
2015,Kia,K3,Việt Nam,Sedan,5.0,MT,petrol,white,90000,used
2021,Toyota,Corolla Cross,Thái Lan,SUV / Cross over,5.0,AT,petrol,white,26000,used
2021,Mitsubishi,Xpander Cross,Nước khác,Minivan (MPV),7.0,AT,petrol,black,31000,used
2018,Honda,Civic,Thái Lan,Sedan,5.0,AT,petrol,blue,62000,used
2023,Toyota,Yaris,Nước khác,SUV / Cross over,5.0,AT,hybrid,others,0,new
2018,Honda,CR V,Thái Lan,SUV / Cross over,7.0,AT,petrol,others,90000,used
2014,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,silver,60000,used
2014,Toyota,Fortuner,Việt Nam,SUV / Cross over,7.0,AT,petrol,white,94000,used
2020,Toyota,Vios,Việt Nam,Sedan,5.0,AT,petrol,silver,46000,used
