iter	MAE
11331	41555209.65
11332	41555126.49
11333	41555096.22
11334	41555071.24
11335	41553011.69
11336	41552952.59
11337	41552919.85
11338	41552861.71
11339	41552491.53
11340	41552266.22
11341	41552237.86
11342	41545727.94
11343	41545513.73
11344	41545482.5
11345	41545198.16
11346	41545092.6
11347	41544944.92
11348	41544856.22
11349	41544847.12
11350	41544815.02
11351	41544765.25
11352	41544721.28
11353	41544488.34
11354	41544442
11355	41543383.94
11356	41543347.11
11357	41543208.45
11358	41543166.91
11359	41542948.03
11360	41542809.89
11361	41542069.85
11362	41542003.04
11363	41541958.25
11364	41541671.98
11365	41541609.58
11366	41541594.52
11367	41541397.08
11368	41541219.66
11369	41541203.41
11370	41541078.53
11371	41541029.59
11372	41541004.36
11373	41540001.82
11374	41539447.53
11375	41539408.14
11376	41539393.63
11377	41539384.21
11378	41538493.82
11379	41538423.89
11380	41538389.82
11381	41538348.65
11382	41538336.59
11383	41537982.79
11384	41537899.94
11385	41537860.52
11386	41537546.39
11387	41537328.71
11388	41537285.18
11389	41537254.43
11390	41537202.53
11391	41537186.79
11392	41536504.87
11393	41536473.24
11394	41536365.5
11395	41535942.9
11396	41535879.43
11397	41535715.36
11398	41535621.09
11399	41535385.83
11400	41535255.57
11401	41535075.23
11402	41535023.96
11403	41534971.28
11404	41534967.87
11405	41533800.24
11406	41533682.17
11407	41533653.84
11408	41533604.78
11409	41533542.31
11410	41533532.17
11411	41533429.17
11412	41532990.04
11413	41532757.75
11414	41532584.45
11415	41532581.13
11416	41532564.35
11417	41532554.11
11418	41532465.7
11419	41532249.79
11420	41531680.83
11421	41531609.62
11422	41531566.98
11423	41531509.98
11424	41531481.25
11425	41531434.93
11426	41531317.52
11427	41531212.14
11428	41531202.9
11429	41531172.09
11430	41530259.2
11431	41530181.62
11432	41530105.01
11433	41530008.36
11434	41529923.7
11435	41529779.95
11436	41529544.38
11437	41529539.72
11438	41528420.13
11439	41527544.23
11440	41527477.01
11441	41527474.48
11442	41527457.46
11443	41526942.77
11444	41526798.64
11445	41526724.07
11446	41526714.56
11447	41526701.62
11448	41526108.16
11449	41525973.14
11450	41525736.16
11451	41525723.33
11452	41524855.93
11453	41524802.44
11454	41524201.72
11455	41524007.47
11456	41523775.69
11457	41523715.15
11458	41523380.02
11459	41523001.92
11460	41522195.24
11461	41522149.01
11462	41522136.73
11463	41522108.25
11464	41522095.32
11465	41522084.48
11466	41521426.16
11467	41521308.83
11468	41521044.16
11469	41520997.17
11470	41520960.08
11471	41520911.86
11472	41520889.56
11473	41520831.96
11474	41520746.05
11475	41520681.18
11476	41520672.3
11477	41520491.48
11478	41520271.71
11479	41520029.01
11480	41518128.59
11481	41518058.64
11482	41517973.14
11483	41517865.75
11484	41517839.6
11485	41517606.59
11486	41517571.11
11487	41517463.76
11488	41517356.32
11489	41517333.43
11490	41517301.92
11491	41517280.95
11492	41515751.32
11493	41515713.48
11494	41515666.28
11495	41515476.01
11496	41515410.85
11497	41515366.08
11498	41515108.02
11499	41515054.93
11500	41514834.37
11501	41514786.73
11502	41514753.95
11503	41514364.24
11504	41514067.72
11505	41513775.42
11506	41513436.39
11507	41513382.8
11508	41513300.65
11509	41510466.54
11510	41510395.46
11511	41510283.53
11512	41510244.29
11513	41509645.35
11514	41509501.05
11515	41508612.34
11516	41508415.31
11517	41505358.57
11518	41505244.66
11519	41505211.78
11520	41505190.64
11521	41505183.94
11522	41505059.05
11523	41505034.49
11524	41504926.78
11525	41504571.55
11526	41504540.67
11527	41504163.89
11528	41503762.97
11529	41503726.12
11530	41503427.82
11531	41503413.91
11532	41499954.45
11533	41499484.05
11534	41499276.8
11535	41498393.11
11536	41498351.85
11537	41498316.82
11538	41496779.3
11539	41496747.64
11540	41496687.59
11541	41495636.39
11542	41494903.36
11543	41494759
11544	41494661.11
11545	41494502.24
11546	41494467.53
11547	41494361.96
11548	41494331.79
11549	41494181.85
11550	41493281.7
11551	41493137.7
11552	41492706.9
11553	41492670.98
11554	41492609.48
11555	41492591.26
11556	41492221.12
11557	41480175.09
11558	41480151.16
11559	41480083.03
11560	41480006.85
11561	41479977.73
11562	41479962.69
11563	41479929.45
11564	41479870.41
11565	41479044.99
11566	41478549.51
11567	41463671.77
11568	41462620.1
11569	41462527.91
11570	41461325.94
11571	41460727.38
11572	41460647.75
11573	41460613.73
11574	41460527.79
11575	41460476.47
11576	41460120.44
11577	41458356.42
11578	41458329.06
11579	41457953.08
11580	41457606.31
11581	41457560.35
11582	41457518.68
11583	41457412.42
11584	41457370.04
11585	41457207.85
11586	41456909.69
11587	41456695.28
11588	41456596.51
11589	41456564.17
11590	41456520.77
11591	41456463.67
11592	41456302.5
11593	41456066.1
11594	41456039.1
11595	41450715.72
11596	41450603.35
11597	41450587.88
11598	41450564.09
11599	41450377.33
11600	41450257.55
11601	41449839.99
11602	41449721.01
11603	41449679.93
11604	41447642.3
11605	41447620.33
11606	41447598.04
11607	41447522.27
11608	41446169.72
11609	41446078.28
11610	41446024.43
11611	41444993.63
11612	41444440.41
11613	41443716.42
11614	41443607.34
11615	41443479.79
11616	41443209.53
11617	41443048.91
11618	41442857.33
11619	41442803.22
11620	41440282.03
11621	41440109.82
11622	41438294.07
11623	41438262.72
11624	41438249.13
11625	41438040.11
11626	41437952.78
11627	41437416.46
11628	41437384.99
11629	41437172.36
11630	41437086.4
11631	41436900.42
11632	41434140.49
11633	41427215.41
11634	41427178.96
11635	41425487.05
11636	41425431.11
11637	41425400.63
11638	41425321.76
11639	41425285
11640	41425110.82
11641	41425012.63
11642	41424957.69
11643	41424902.74
11644	41424752.3
11645	41424550.43
11646	41424529.58
11647	41424485.4
11648	41424466.54
11649	41424387.3
11650	41424292
11651	41424264.25
11652	41424233
11653	41424185.73
11654	41424174.74
11655	41424068.65
11656	41423605.7
11657	41423540.79
11658	41423429.42
11659	41423395.47
11660	41423289.92
11661	41421915.79
11662	41421783.85
11663	41421680.66
11664	41420827.69
11665	41420763.13
11666	41420699.39
11667	41420068.93
11668	41419031.79
11669	41418981.45
11670	41418925.75
11671	41418870.34
11672	41418767.88
11673	41418751.47
11674	41418710.72
11675	41418665.81
11676	41418649.13
11677	41418464.73
11678	41418440.71
11679	41418356.56
11680	41418328.88
11681	41418315.26
11682	41418306.53
11683	41418289.11
11684	41418268.57
11685	41417523.1
11686	41417510.35
11687	41417456.03
11688	41417432.95
11689	41417363.27
11690	41417357.27
11691	41417227.37
11692	41417213.99
11693	41416593.17
11694	41416539.81
11695	41416478.9
11696	41416460.78
11697	41416006.82
11698	41415840.68
11699	41415799.2
11700	41415767.73
11701	41415688.94
11702	41415577
11703	41415366.85
11704	41415363.44
11705	41415296.86
11706	41415214.45
11707	41415191.88
11708	41415127.08
11709	41414051.43
11710	41413962.06
11711	41413948.86
11712	41412967.01
11713	41412718.68
11714	41412609.44
11715	41412374.88
11716	41412052.21
11717	41412042.98
11718	41412018.22
11719	41411755.45
11720	41411691.96
11721	41411657.6
11722	41411582.37
11723	41411510.56
11724	41411410.77
11725	41411396.18
11726	41411267.93
11727	41411109.22
11728	41411099.32
11729	41411065.04
11730	41411047.86
11731	41411023.85
11732	41410948.03
11733	41410833.11
11734	41410806.11
11735	41410054.21
11736	41410017.01
11737	41409982.99
11738	41409775.2
11739	41409730.31
11740	41409717.21
11741	41409661.76
11742	41409596.03
11743	41409548.15
11744	41409390.58
11745	41409327.96
11746	41409284.93
11747	41409152.47
11748	41408357.67
11749	41408350.94
11750	41408290.45
11751	41408252.02
11752	41404755.98
11753	41404729.38
11754	41404702.89
11755	41404005.21
11756	41403946.03
11757	41403898.17
11758	41403837.61
11759	41403679.23
11760	41403548.12
11761	41403514.41
11762	41403459.63
11763	41403306.58
11764	41403119.36
11765	41403100.22
11766	41402983.74
11767	41402908.07
11768	41402739.83
11769	41402585.23
11770	41402507.76
11771	41402482.62
11772	41402475.02
11773	41402443.01
11774	41402277.13
11775	41402232.56
11776	41402060.01
11777	41401993.28
11778	41401907.66
11779	41401613.15
11780	41401576.95
11781	41401562.93
11782	41395530.41
11783	41395390.01
11784	41395315.12
11785	41395179.67
11786	41394972.79
11787	41394750.51
11788	41394718.55
11789	41393940.68
11790	41393894.22
11791	41393772.48
11792	41393112.21
11793	41393031.92
11794	41392916.92
11795	41392833.89
11796	41392286.19
11797	41392167.78
11798	41391593.62
11799	41389681.07
11800	41389497.23
11801	41389448.99
11802	41389370.47
11803	41389351.76
11804	41389276.27
11805	41389249.55
11806	41388992.89
11807	41388753.98
11808	41388742.34
11809	41388335.07
11810	41388259.52
11811	41388116.1
11812	41387548.7
11813	41387382.56
11814	41387293.42
11815	41387218.35
11816	41387139.5
11817	41387097.55
11818	41387072.04
11819	41387045.74
11820	41387031.14
11821	41386455.35
11822	41386361.42
11823	41386354.47
11824	41386239.79
11825	41385990.82
11826	41385979.91
11827	41385796.41
11828	41385678.14
11829	41385594.77
11830	41385568.49
11831	41385419.63
11832	41380534.71
11833	41380485.2
11834	41380210.69
11835	41380192.32
11836	41379754.6
11837	41379740.14
11838	41379717.81
11839	41379568.56
11840	41379496.86
11841	41379321.4
11842	41379276.55
11843	41379263.45
11844	41379250.55
11845	41378963.37
11846	41378685.27
11847	41378557.86
11848	41378531.64
11849	41378320.71
11850	41378311.5
11851	41377372.35
11852	41377074.63
11853	41376938.43
11854	41372939.16
11855	41371312.99
11856	41371227.91
11857	41371202.06
11858	41367263.96
11859	41367177.6
11860	41367036.19
11861	41366764.59
11862	41366454.09
11863	41366445.21
11864	41366406.61
11865	41366391.93
11866	41366370.88
11867	41366076.13
11868	41366053.45
11869	41365848.2
11870	41365779.54
11871	41365548.67
11872	41365509.54
11873	41365414.69
11874	41365393.63
11875	41365174.21
11876	41365122.51
11877	41365019.77
11878	41364990.52
11879	41364902.86
11880	41364880.55
11881	41364797.12
11882	41364566.54
11883	41364174.49
11884	41364083.72
11885	41364065.43
11886	41364021.77
11887	41363970.79
11888	41363897.64
11889	41363876.08
11890	41363839.18
11891	41363761.66
11892	41362933.09
11893	41362764.9
11894	41362573.57
11895	41362544.38
11896	41362489.94
11897	41362359.4
11898	41361762.59
11899	41361531.73
11900	41361506.86
11901	41361488.19
11902	41361438.57
11903	41361238.6
11904	41360976.27
11905	41360897.71
11906	41360890.82
11907	41360674.09
11908	41360331.57
11909	41360297.75
11910	41360255.82
11911	41360159.22
11912	41360069.75
11913	41360009.54
11914	41359967.47
11915	41359724.55
11916	41359469.77
11917	41359406.01
11918	41355544.23
11919	41355495.55
11920	41355235.19
11921	41355118.43
11922	41355079.16
11923	41354950.1
11924	41354884.79
11925	41354781.77
11926	41354768.52
11927	41354730.81
11928	41354694.9
11929	41351333.83
11930	41351327.67
11931	41351282.68
11932	41351197.25
11933	41351070.09
11934	41350958.37
11935	41350945.97
11936	41350857.4
11937	41350805.59
11938	41350711.83
11939	41350427.02
11940	41347444.79
11941	41347407.66
11942	41347268.82
11943	41347231.84
11944	41347206.34
11945	41346040.32
11946	41345953.55
11947	41345911.45
11948	41345758.18
11949	41345606.69
11950	41345558.38
11951	41345489.82
11952	41345454.66
11953	41345385.87
11954	41345363.92
11955	41345321.75
11956	41345241.63
11957	41345199.37
11958	41345081.71
11959	41344972.24
11960	41344939
11961	41344878.75
11962	41344859.54
11963	41344598.46
11964	41344583.77
11965	41343673.68
11966	41343647.01
11967	41341505.22
11968	41341450.75
11969	41341426.12
11970	41341301
11971	41341292.22
11972	41341253.45
11973	41340039.19
11974	41340032.98
11975	41339781.24
11976	41339711
11977	41339697.36
11978	41339407.97
11979	41339251.83
11980	41339237.32
11981	41339222.77
11982	41339195.97
11983	41338987.83
11984	41338839.48
11985	41338618.94
11986	41338131.1
11987	41337953.19
11988	41337858.18
11989	41337453.31
11990	41334270.18
11991	41334100.47
11992	41332602.49
11993	41332583.51
11994	41331852.02
11995	41331688.38
11996	41331661.18
11997	41331645.06
11998	41331604.56
11999	41331586.97
12000	41331418.13
12001	41330338.92
12002	41330289.11
12003	41330277.83
12004	41330184.34
12005	41330082.13
12006	41330061.2
12007	41328285.9
12008	41328133.91
12009	41327137.19
12010	41326896.09
12011	41326815.27
12012	41326722.09
12013	41326666.52
12014	41326586.86
12015	41326515.24
12016	41326322.7
12017	41326241.34
12018	41326154.07
12019	41326144.38
12020	41325913.79
12021	41325900.15
12022	41325677.16
12023	41325400.07
12024	41325307.35
12025	41325247.05
12026	41325240.61
12027	41325174.07
12028	41325132.45
12029	41323520.93
12030	41323413.28
12031	41320190.38
12032	41320145.11
12033	41319857.12
12034	41319032.46
12035	41318978.43
12036	41318728.52
12037	41318049.54
12038	41317938.36
12039	41317859.77
12040	41317833.87
12041	41317712.03
12042	41317614
12043	41317572.72
12044	41317093.68
12045	41317069.59
12046	41316857.96
12047	41316591.23
12048	41316476.76
12049	41316396.09
12050	41316112.97
12051	41315906.97
12052	41315901.25
12053	41315830.31
12054	41315775.12
12055	41315749.5
12056	41315632.79
12057	41315526.58
12058	41315203.98
12059	41315190.77
12060	41314887.79
12061	41314517.35
12062	41314150.89
12063	41314123.75
12064	41314087.97
12065	41312854.61
12066	41312844.94
12067	41312776.47
12068	41312656.25
12069	41312400.81
12070	41311839.23
12071	41311777.08
12072	41311739.81
12073	41311549.21
12074	41311523.33
12075	41311500.77
12076	41311465.34
12077	41311238.87
12078	41310538.1
12079	41309976.83
12080	41309884.38
12081	41309849.96
12082	41309813.17
12083	41309801.11
12084	41309786.57
12085	41309680.84
12086	41309065.04
12087	41308936.63
12088	41308166.93
12089	41308092.21
12090	41307838.87
12091	41307774.27
12092	41307718.6
12093	41307597.72
12094	41306572.94
12095	41304861.62
12096	41304753.57
12097	41304470.05
12098	41304462.07
12099	41304420.63
12100	41304387.28
12101	41304323.39
12102	41304319.04
12103	41304154.72
12104	41304127.2
12105	41304001.09
12106	41303792.25
12107	41303736.5
12108	41303658.7
12109	41303641.25
12110	41303633.08
12111	41303419.53
12112	41303028.66
12113	41303009.27
12114	41302733.7
12115	41302072.75
12116	41302069
12117	41301771.34
12118	41301750.56
12119	41298339.78
12120	41298300.95
12121	41296415.6
12122	41296371.22
12123	41296331.9
12124	41296280.61
12125	41296255.02
12126	41296226.93
12127	41293091.64
12128	41292942.22
12129	41292919.45
12130	41292910.03
12131	41292818.56
12132	41291676.5
12133	41291456.39
12134	41291315.33
12135	41291228.01
12136	41290455.39
12137	41289604.71
12138	41289500.73
12139	41289438.98
12140	41289432.3
12141	41289299.32
12142	41289235.56
12143	41288967.76
12144	41288898.98
12145	41288420.84
12146	41286822.88
12147	41286805.01
12148	41286690.71
12149	41286592.29
12150	41285763.49
12151	41285743.46
12152	41285712.21
12153	41285216.68
12154	41285083.25
12155	41281600.63
12156	41281554.74
12157	41281518.7
12158	41281454.85
12159	41281395.8
12160	41280734.04
12161	41280598.27
12162	41280589.58
12163	41280528.32
12164	41280008.29
12165	41279927.67
12166	41279866.88
12167	41279806.35
12168	41279705.86
12169	41279579.01
12170	41279527.46
12171	41279516.48
12172	41279418.59
12173	41279213.32
12174	41279122.31
12175	41279107.65
12176	41278228.56
12177	41278213.09
12178	41278085.87
12179	41277985.04
12180	41277894.49
12181	41277793.89
12182	41277760.76
12183	41277615.99
12184	41277606.26
12185	41277574.83
12186	41277429.28
12187	41277410.7
12188	41277223.24
12189	41277109.87
12190	41276985.32
12191	41276917.6
12192	41276892.31
12193	41276711.36
12194	41276429.47
12195	41275621.74
12196	41275349.87
12197	41275249.67
12198	41275200.3
12199	41274243.21
12200	41274106.23
12201	41274030.89
12202	41273752.35
12203	41273732.09
12204	41273580.19
12205	41273570.76
12206	41273498.39
12207	41273411.64
12208	41273340.34
12209	41272739.86
12210	41272678.01
12211	41272480.92
12212	41272475.6
12213	41271359.52
12214	41271118.01
12215	41271088.81
12216	41271073.2
12217	41270939.84
12218	41253112.79
12219	41253089.34
12220	41253084.68
12221	41253051.1
12222	41253046.46
12223	41252898.82
12224	41252879.45
12225	41252831.12
12226	41252810.94
12227	41252725.77
12228	41252717.75
12229	41252677.44
12230	41252609.93
12231	41252604.11
12232	41252067.86
12233	41252056.24
12234	41251908.86
12235	41251421.85
12236	41251365.3
12237	41251292.82
12238	41251218.59
12239	41251182.65
12240	41251163.78
12241	41251139.33
12242	41251109.41
12243	41250751.4
12244	41250734.65
12245	41250668.42
12246	41250580.5
12247	41250539.66
12248	41250482.11
12249	41250438.65
12250	41250328.88
12251	41250236.52
12252	41250218.38
12253	41250210.97
12254	41250154.31
12255	41250146.43
12256	41250113.3
12257	41250079.07
12258	41247510.59
12259	41247394.79
12260	41247231.91
12261	41247199.79
12262	41230767.5
12263	41230736.41
12264	41230683.46
12265	41230646.86
12266	41230626.51
12267	41230610.26
12268	41230601.91
12269	41230147.52
12270	41230121.57
12271	41228413.79
12272	41228297.58
12273	41228265.41
12274	41228258.04
12275	41228212.8
12276	41228179.26
12277	41227968.26
12278	41227911.44
12279	41227870.92
12280	41227854.62
12281	41227677.36
12282	41227500.56
12283	41227413.64
12284	41227392.23
12285	41227385.91
12286	41227376.09
12287	41227281.22
12288	41227267.77
12289	41222928.95
12290	41222778.76
12291	41222250.49
12292	41220124.14
12293	41219279.82
12294	41219181.87
12295	41219115.18
12296	41219073.65
12297	41219035.28
12298	41218927.19
12299	41218879.54
12300	41218862.7
12301	41218809.9
12302	41218786.3
12303	41218530.62
12304	41218487.25
12305	41218463.23
12306	41218456.92
12307	41218375.4
12308	41218331.75
12309	41218308.4
12310	41217987.28
12311	41216494.58
12312	41216421.03
12313	41216369.16
12314	41216351.39
12315	41216331.01
12316	41216325.39
12317	41216286.5
12318	41216255.13
12319	41216181.31
12320	41216061.26
12321	41215969.88
12322	41215960.14
12323	41215895.5
12324	41215886.68
12325	41215814.22
12326	41215646.9
12327	41212319.48
12328	41212085.83
12329	41212016.24
12330	41211991.28
12331	41211911.7
12332	41211820.45
12333	41211618.16
12334	41211467.63
12335	41211272.44
12336	41209892.22
12337	41209701.37
12338	41209580.67
12339	41209534.75
12340	41209519.82
12341	41205840.32
12342	41205808.59
12343	41205624.93
12344	41205502.47
12345	41205327.12
12346	41205300.04
12347	41205262.65
12348	41205219.93
12349	41205172.6
12350	41205122.47
12351	41205014.23
12352	41204853.98
12353	41204834.3
12354	41204810.69
12355	41203953.16
12356	41203915.03
12357	41203693.75
12358	41203669.88
12359	41203432.85
12360	41203407.32
12361	41202823.28
12362	41202618.69
12363	41201515.16
12364	41201282.06
12365	41201264.24
12366	41199378.73
12367	41199282.59
12368	41199219.89
12369	41199049.89
12370	41198974.32
12371	41196618.63
12372	41196554.82
12373	41195400.43
12374	41191568.31
12375	41188743.16
12376	41188683.37
12377	41188597.42
12378	41188577.64
12379	41188443.81
12380	41188317.94
12381	41188218.25
12382	41186946.08
12383	41186758.76
12384	41186211.71
12385	41186135.61
12386	41185229.05
12387	41185218.65
12388	41185052.01
12389	41185003.66
12390	41184854.02
12391	41184843.39
12392	41184772.25
12393	41184765.07
12394	41184731.02
12395	41184690.24
12396	41184634.64
12397	41184533.52
12398	41184432.49
12399	41184421.42
12400	41184392.09
12401	41184364.02
12402	41183575.69
12403	41182869.32
12404	41182223.7
12405	41182062.57
12406	41181976.85
12407	41181959.01
12408	41181885.2
12409	41181797.9
12410	41181475.74
12411	41179617.71
12412	41179561.82
12413	41177848.64
12414	41177782.74
12415	41177750.91
12416	41177639.51
12417	41175336.33
12418	41175308.17
12419	41175277.65
12420	41173591.64
12421	41173543.8
12422	41172953.99
12423	41172787.34
12424	41172620.22
12425	41171543.54
12426	41171267.06
12427	41171249.11
12428	41171207.38
12429	41171164.7
12430	41171150.27
12431	41171053.73
12432	41171045.03
12433	41170782.03
12434	41170714.71
12435	41170677.97
12436	41170622.9
12437	41170521.05
12438	41170463.16
12439	41170407.04
12440	41170334.95
12441	41170311.65
12442	41170305.72
12443	41170222.9
12444	41170140.09
12445	41170017.92
12446	41169793.23
12447	41169770.99
12448	41169759.44
12449	41169677.99
12450	41169668.92
12451	41169602.71
12452	41169483.96
12453	41169455.99
12454	41169402.05
12455	41168361.02
12456	41168216.2
12457	41168038.75
12458	41168013.96
12459	41167827.64
12460	41167789.19
12461	41166964.76
12462	41166907.84
12463	41166829.2
12464	41166319.28
12465	41166247.89
12466	41164196.43
12467	41164074.63
12468	41164026.36
12469	41164017.79
12470	41162941.23
12471	41162143.06
12472	41161489.93
12473	41161396.51
12474	41161286.69
12475	41159256.69
12476	41159170.02
12477	41159059.8
12478	41158761.82
12479	41158742.86
12480	41158734.81
12481	41158715.09
12482	41158692.27
12483	41158682.42
12484	41158550.19
12485	41154749.56
12486	41154729.07
12487	41154361.36
12488	41153128.17
12489	41153083.97
12490	41153052.5
12491	41152880.26
12492	41152845.12
12493	41152756.45
12494	41151869.17
12495	41151836.08
12496	41151655.95
12497	41150804.12
12498	41150768.55
12499	41150755.71
12500	41150727.34
12501	41150703.13
12502	41149534.04
12503	41149115.42
12504	41148491.2
12505	41148399.98
12506	41148390.14
12507	41148357.59
12508	41148301.82
12509	41148134.18
12510	41148108.46
12511	41148052.8
12512	41145497.06
12513	41145084.42
12514	41145056.66
12515	41145029.31
12516	41144669.87
12517	41144505.08
12518	41144390.5
12519	41144335.79
12520	41144064.78
12521	41144059.82
12522	41144040.85
12523	41143952.17
12524	41143367.24
12525	41143202.89
12526	41143078.48
12527	41143015.68
12528	41142998.34
12529	41142957.39
12530	41142944.38
12531	41142935.03
12532	41142870.7
12533	41142821.79
12534	41142680.33
12535	41142648.51
12536	41142187.19
12537	41142093.96
12538	41142039.15
12539	41142021.39
12540	41142008.88
12541	41141922.91
12542	41141747.92
12543	41141731.58
12544	41141674.29
12545	41140589.48
12546	41140291.51
12547	41140270.96
12548	41140229.91
12549	41140204.04
12550	41140184.65
12551	41140133.27
12552	41140063.16
12553	41132061.5
12554	41131941.96
12555	41131696.84
12556	41131597.39
12557	41131565.38
12558	41131551
12559	41131441.62
12560	41129822.31
12561	41129767.21
12562	41129641.05
12563	41129580.91
12564	41129556.69
12565	41129526.34
12566	41128484.4
12567	41128470.87
12568	41128183.19
12569	41128142.62
12570	41128136.63
12571	41127235.77
12572	41127197.19
12573	41127167.43
12574	41127046.91
12575	41127009.44
12576	41126891.96
12577	41126874.24
12578	41126817.84
12579	41126766.55
12580	41126713.47
12581	41126674.54
12582	41125667.17
12583	41125129.1
12584	41119586.34
12585	41119495.62
12586	41119402.77
12587	41112950.83
12588	41112621.85
12589	41112489.85
12590	41112465.48
12591	41112238.98
12592	41111544.52
12593	41111517.14
12594	41111339.54
12595	41111329.7
12596	41111268.3
12597	41111242.73
12598	41111217.74
12599	41110616.42
12600	41109491.38
12601	41109476.22
12602	41109447.18
12603	41109417.56
12604	41109376.15
12605	41109297.8
12606	41109259.43
12607	41109230.41
12608	41108969.5
12609	41108895.94
12610	41108866.68
12611	41107844.01
12612	41107387.68
12613	41107361.42
12614	41107340.86
12615	41107213.92
12616	41107097.9
12617	41106946.43
12618	41106885.03
12619	41104498.55
12620	41104476.23
12621	41104419.83
12622	41103356
12623	41103289.56
12624	41103208.75
12625	41102070.16
12626	41101861.55
12627	41101795.18
12628	41101786.32
12629	41101483.37
12630	41101390
12631	41101320.75
12632	41101205.47
12633	41101162.33
12634	41101151.08
12635	41101143.73
12636	41100989.86
12637	41100920.24
12638	41100872.8
12639	41100825.6
12640	41100779.93
12641	41100750.79
12642	41100723.78
12643	41100710.81
12644	41100688.99
12645	41100529.17
12646	41100506.48
12647	41100469.19
12648	41100189.26
12649	41100103.36
12650	41099906.99
12651	41099565.11
12652	41099316.62
12653	41098860.47
12654	41098799.37
12655	41098671.57
12656	41098494.08
12657	41098429.3
12658	41098168.53
12659	41098134.13
12660	41098119.14
12661	41097051.22
12662	41096992.26
12663	41096566.26
12664	41096337.16
12665	41095886.9
12666	41091013.33
12667	41090930.85
12668	41090897.84
12669	41090874.63
12670	41090713.64
12671	41090641.81
12672	41090328.93
12673	41090310.09
12674	41090254.97
12675	41090231.87
12676	41090094.49
12677	41089735.5
12678	41089649.02
12679	41089628.41
12680	41089604.5
12681	41089460.77
12682	41089332.83
12683	41089007.48
12684	41088983.7
12685	41088901.26
12686	41088757.56
12687	41088590.23
12688	41088507.31
12689	41088389.99
12690	41088273.87
12691	41088227.32
12692	41088178.4
12693	41088080.47
12694	41088027.59
12695	41087739.66
12696	41087049.57
12697	41086972.3
12698	41086948.92
12699	41086904.31
12700	41086877.82
12701	41086819.57
12702	41086725.91
12703	41086705.33
12704	41086636.52
12705	41086596.99
12706	41086179.43
12707	41086141.96
12708	41086003.74
12709	41085942.89
12710	41085851.55
12711	41085784.61
12712	41085717.41
12713	41085685.56
12714	41084624.86
12715	41084585.62
12716	41084190.66
12717	41084131.29
12718	41084071.79
12719	41084024.07
12720	41083875.8
12721	41083589.16
12722	41083580.79
12723	41082326.17
12724	41081723.07
12725	41081715.81
12726	41081704.99
12727	41081559.09
12728	41081524.88
12729	41081517.91
12730	41078028.23
12731	41077901.99
12732	41077723.05
12733	41077631.01
12734	41077569.42
12735	41077550.63
12736	41077467.87
12737	41077340.76
12738	41077234.27
12739	41077197.08
12740	41077147.16
12741	41076776.56
12742	41075268.25
12743	41074233.23
12744	41074217.32
12745	41074187.35
12746	41074170.8
12747	41074108.48
12748	41074055.09
12749	41074012.94
12750	41074000.31
12751	41073970.09
12752	41073949.46
12753	41072586.42
12754	41072493.28
12755	41072292.11
12756	41072189.59
12757	41072159.91
12758	41072097.87
12759	41071994.14
12760	41071958.7
12761	41069919.7
12762	41069655.84
12763	41069435.82
12764	41069391.12
12765	41069381.04
12766	41069315.24
12767	41069258.12
12768	41069176.79
12769	41067876.95
12770	41066599.98
12771	41066584.75
12772	41066522.32
12773	41066517.49
12774	41066499.77
12775	41066479.44
12776	41066314.89
12777	41066256.99
12778	41066177.77
12779	41066129.42
12780	41066070.94
12781	41066055.67
12782	41066006.83
12783	41065965.51
12784	41065953.13
12785	41065926.74
12786	41064908.62
12787	41064904.75
12788	41064514.74
12789	41064158.33
12790	41064023.92
12791	41063913.28
12792	41063366.57
12793	41063342.31
12794	41062966.47
12795	41062887.23
12796	41062765.44
12797	41062655.08
12798	41062641.21
12799	41062631.83
12800	41061004.81
12801	41060960.04
12802	41060793.05
12803	41060765.57
12804	41060601.36
12805	41060550.37
12806	41060525.3
12807	41060511.63
12808	41060445.56
12809	41060412.83
12810	41059235.06
12811	41059220.08
12812	41059118.24
12813	41059113.08
12814	41057760.18
12815	41057487.47
12816	41057098.07
12817	41057006.26
12818	41056950.21
12819	41056847.33
12820	41056579.05
12821	41056551.66
12822	41056506.98
12823	41056466.11
12824	41055878.23
12825	41055870.41
12826	41055833.41
12827	41055724.36
12828	41055689.66
12829	41055541.75
12830	41054978.45
12831	41054764.22
12832	41054635.75
12833	41054609.75
12834	41054527.18
12835	41054467.24
12836	41054451.96
12837	41054406.82
12838	41054390.94
12839	41054000.78
12840	41053956.24
12841	41053712.07
12842	41053499.41
12843	41053417.34
12844	41053352.29
12845	41053343.54
12846	41053326.09
12847	41053144.73
12848	41053071.2
12849	41052888.12
12850	41052866.82
12851	41052748.61
12852	41052620.08
12853	41052577.57
12854	41052520.39
12855	41052502.97
12856	41052246.89
12857	41052029.13
12858	41051890.28
12859	41051342.03
12860	41051242.26
12861	41051179.2
12862	41051123.49
12863	41051023.05
12864	41050992.36
12865	41050871.29
12866	41050854.46
12867	41050834.5
12868	41050809.87
12869	41050432.87
12870	41050342.28
12871	41050172.54
12872	41050110.06
12873	41050066.93
12874	41050058.09
12875	41050039.26
12876	41049835.02
12877	41049687.48
12878	41049610.16
12879	41049540.19
12880	41049482.04
12881	41049133.58
12882	41048362.02
12883	41045703.54
12884	41044853.36
12885	41044770.4
12886	41044590.65
12887	41043927.97
