iter	MAE
221	69785414.03
222	69779054.67
223	69734661.76
224	69711958.11
225	69701010.86
226	69678127.72
227	69657924.25
228	69566428.19
229	69551157.3
230	69531106.84
231	69468899.54
232	69447025.12
233	69334611.65
234	69259956.97
235	69218772.98
236	69142075.56
237	69127172.73
238	69015101.49
239	68971860.73
240	68683333.78
241	68638010.69
242	68617764.59
243	68585775.94
244	68557597.13
245	68523701.23
246	68490464.07
247	68346292.57
248	68329751.45
249	68296303.69
250	68212078.32
251	68202124.68
252	68114212.79
253	68089032.66
254	68016107.87
255	67992723.33
256	67976379.03
257	67941946.01
258	67933965.93
259	67927445.52
260	67923385.11
261	67890945.67
262	67883630.9
263	67840206.94
264	67816456.97
265	67807361.81
266	67788151.81
267	67767305.32
268	67746759.72
269	67653197.1
270	67595771.72
271	67588063.85
272	67561249.45
273	67533285.22
274	67518550.72
275	67324160
276	67172693.63
277	67148827.01
278	67124379.62
279	66922287.71
280	66913262.52
281	66825233.3
282	66675146.59
283	66650454.47
284	66638121.8
285	66620565.15
286	66611419.05
287	66598496.67
288	66560810.02
289	66539520.79
290	66274043.85
291	66265942.98
292	66249163.32
293	66239354.59
294	66228487.95
295	66223875.59
296	66206635.51
297	66114143.84
298	66092773.47
299	66053739.47
300	66031028.58
301	66019048.08
302	66004243.95
303	65897500.82
304	65882032.98
305	65852067.22
306	65815380.76
307	65797565.73
308	65772090
309	65637309.2
310	65624519.39
311	65612134.77
312	65533484.5
313	65496157.78
314	65482005.62
315	65466102.31
316	65397386.73
317	65334645.91
318	65312717.26
319	65265690.63
320	65229381.27
321	65175437.92
322	65037281.28
323	65024457.41
324	65003452.26
325	64969920.33
326	64941053.69
327	64916519.16
328	64886676.82
329	64870038.56
330	64854460.05
331	64412184.95
332	64397153.9
333	64313400.81
334	64289471.07
335	64264342.25
336	64251637.7
337	64236927.48
338	64232019.14
339	64215579.38
340	64134020.25
341	64056815.09
342	64046608.84
343	64038321.09
344	64017238.73
345	64006098.36
346	63997701.6
347	63983134.59
348	63869146.16
349	63837326.73
350	63816676.64
351	63802589.13
352	63773909.12
353	63686058.08
354	63677858.71
355	63660536.94
356	63638149.59
357	63631222.57
358	63627339.95
359	63601433.01
360	63522171.6
361	63512344.78
362	63472496
363	63447970.63
364	63439662.92
365	63430958.46
366	63420124.46
367	63394057.6
368	63338897.87
369	63317969.61
370	63291335.29
371	63284841.09
372	63276806.35
373	63269826.8
374	63252843.86
375	63242818.3
376	63173817.76
377	63153488.69
378	63121530.49
379	63101324.11
380	63088752.29
381	63081041.82
382	62922851.42
383	62866292.38
384	62845526.4
385	62674788.48
386	62631728.02
387	62582516.07
388	62572543.12
389	62555113.74
390	62550095.3
391	62544924.94
392	62529086.17
393	62521861.17
394	62512280.27
395	62473728.66
396	62456900.64
397	62447226.73
398	62441306.9
399	62433849.29
400	62428581.18
401	62414306.05
402	62408150.55
403	62405583.89
404	62239303.05
405	62141630.49
406	62114528.04
407	62079782.07
408	62062856.63
409	62049987.45
410	62044472.16
411	61957415.6
412	61949403.66
413	61891990.37
414	61878856.03
415	61835346.53
416	61826535.18
417	61815160.41
418	61757708.04
419	61754519.99
420	61721347.66
421	61713817.26
422	61699124.82
423	61681599.51
424	61653329.32
425	61648722.91
426	61518535.92
427	61495116.31
428	61489000.14
429	61409880.31
430	61396182.63
431	61291140.4
432	61273926.09
433	61268919.93
434	61261579.74
435	61213644.43
436	61199926.12
437	61188483.13
438	61179477.66
439	61169987.72
440	61134035.58
441	61107414.39
442	61101139.95
443	61085351.29
444	61082305.46
445	61072681.18
446	60966137.62
447	60960924.71
448	60958484.32
449	60950842.87
450	60942237.03
451	60912534.43
452	60907749.76
453	60868167.01
454	60859230.86
455	60850346.14
456	60842652.61
457	60820511.51
458	60775167.88
459	60766568.42
460	60760969.27
461	60737389.6
462	60729455.84
463	60705321.63
464	60671208.35
465	60633076.79
466	60625908.59
467	60612056.42
468	60599090.18
469	60590786.54
470	60583903.55
471	60579394.05
472	60568225.56
473	60565546.88
474	60552698.3
475	60542297.33
476	60531581.43
477	60527747.04
478	60488657.07
479	60479545.49
480	60473731.68
481	60459533.85
482	60439237.83
483	60435441.23
484	60372954.57
485	60324255.1
486	60316264.88
487	60307503.09
488	60055805.52
489	60042888.65
490	59946176.17
491	59943269.71
492	59940854.47
493	59928415.67
494	59922419.84
495	59908511.81
496	59899589.84
497	59877400.01
498	59869364.25
499	59866328.43
500	59837727.15
501	59831196.08
502	59814062.08
503	59804249.74
504	59762709.66
505	59759307.92
506	59752865.95
507	59727694.75
508	59713332
509	59707972.52
510	59703778.68
511	59693788.82
512	59687726.36
513	59653502.43
514	59646654.05
515	59644455.9
516	59625805.18
517	59608636.25
518	59603021.52
519	59600780.19
520	59581548.26
521	59561395.86
522	59555137.03
523	59552804.39
524	59548006.58
525	59537447.73
526	59533407.86
527	59450089.53
528	59441637.31
529	59436360.86
530	59431952.43
531	59426835.07
532	59414185.68
533	59401743.61
534	59396364.33
535	59376713.18
536	59371073.68
537	59363709.33
538	59327533.22
539	59286691.87
540	59262718.31
541	59259632.2
542	59240851.87
543	59230384.6
544	59216562.41
545	59212012.98
546	59189436.77
547	59186133.19
548	59176832.78
549	59164182.92
550	59162324.52
551	59153883.22
552	59150076.43
553	59147751.43
554	59137141.84
555	59133849.36
556	59129850.88
557	59117942.39
558	58979489.15
559	58948838.53
560	58944099.33
561	58943187.41
562	58888513.14
563	58876012.22
564	58865633.98
565	58853822.14
566	58846243.46
567	58843039.39
568	58837823.95
569	58811139.61
570	58795363.25
571	58782019.19
572	58741098
573	58736770.94
574	58735636.06
575	58727162.84
576	58720880
577	58713917.62
578	58703959.47
579	58697147.69
580	58694592.03
581	58691260.32
582	58683849.66
583	58676080.79
584	58674027.67
585	58668045.67
586	58665567.84
587	58659719.15
588	58657472.51
589	58631226.34
590	58621384.41
591	58472393.64
592	58449417.41
593	58375773.6
594	58315632.09
595	58313968.92
596	58306691.16
597	58291373.1
598	58279137.07
599	58276592.65
600	58263615.82
601	58247719.94
602	58237870.48
603	58229887.06
604	58222818.37
605	58205637.78
606	58200828.82
607	58187190.94
608	58180005.12
609	58176640.81
610	58173725.59
611	58171490.65
612	58132458.75
613	58112854.31
614	58110647.92
615	58106495.72
616	58096006.4
617	58092156.95
618	58090019.58
619	58086622.41
620	58083897.93
621	58076328.35
622	58072081.75
623	58057934.3
624	58053572.35
625	58051998.89
626	58045608.99
627	58038685.01
628	58009893.05
629	58004273.98
630	57996990.52
631	57990692.46
632	57981358.48
633	57875256.95
634	57856794.75
635	57848349.46
636	57841100.39
637	57716110.72
638	57661077.01
639	57651775.74
640	57648614
641	57633601.74
642	57628494.69
643	57609015.94
644	57599510.9
645	57597586.5
646	57594637.56
647	57545748.45
648	57544574.11
649	57529852.68
650	57461706.53
651	57416771.5
652	57407095.54
653	57395800.3
654	57392711.69
655	57387470.54
656	57384194.35
657	57380420.85
658	57364991.37
659	57359935.68
660	57356601.87
661	57307772.29
662	57277919.66
663	57265605.87
664	57251541.22
665	57244091.13
666	57224668.21
667	57217439
668	57214584.42
669	57209985.43
670	57187862
671	57185575.49
672	57143968.34
673	57140280.81
674	57133878.83
675	57130703.62
676	56959411.91
677	56949715.09
678	56945984.68
679	56944721.2
680	56926046.27
681	56920813.38
682	56918403.46
683	56908957.42
684	56908156.6
685	56891227
686	56889987.36
687	56887582.85
688	56885816.33
689	56881109.35
690	56877626.64
691	56876363.53
692	56872448.6
693	56859094.99
694	56760879.18
695	56757426.89
696	56743644.81
697	56728851.59
698	56724200.7
699	56719979.4
700	56710081.66
701	56705822.01
702	56704675.08
703	56687347.21
704	56684144.17
705	56681814.08
706	56666114.68
707	56645913.91
708	56639997.95
709	56630156.6
710	56602807.39
711	56579621.22
712	56577687.17
713	56575064.3
714	56570210.92
715	56566795.56
716	56546532.01
717	56544249.68
718	56539544.23
719	56534978.8
720	56533244.06
721	56532446.45
722	56531608.61
723	56526647.17
724	56519556.79
725	56514257.9
726	56496421.81
727	56492553.44
728	56488669.68
729	56480627.36
730	56479008.17
731	56467163.89
732	56465324.98
733	56456494.12
734	56434557.29
735	56433413.87
736	56430714.82
737	56428564.94
738	56424721.75
739	56415872.58
740	56413035.99
741	56401416.4
742	56393692.89
743	56310022.71
744	56309273.71
745	56275994.5
746	56267529.07
747	56253867.98
748	56247075.2
749	56233538.28
750	56225034.07
751	56221772.52
752	56220902.12
753	56124847.61
754	56120422.08
755	56096043.78
756	56079206.48
757	56061541.17
758	56058129.07
759	56053581.61
760	56050787.78
761	56049110.06
762	56046320.04
763	56041772.91
764	56034455.93
765	56029276.06
766	56024034.86
767	56014743.85
768	55997469.45
769	55994736.78
770	55992732.15
771	55982263.2
772	55976589.39
773	55967497.14
774	55955108.79
775	55952532.07
776	55947003.61
777	55940368.01
778	55920606.13
779	55919398.73
780	55824419.51
781	55777930.73
782	55771167.03
783	55760465.87
784	55753455.29
785	55745328.6
786	55743909.94
787	55738118.47
788	55734449.71
789	55724490.21
790	55723098.64
791	55721619.68
792	55714612.6
793	55710978.62
794	55709746.59
795	55707399.83
796	55704836.45
797	55686741.32
798	55681504.77
799	55675192.54
800	55671435.84
801	55602918.6
802	55596273.85
803	55533960.85
804	55532464.54
805	55531442.05
806	55499504.35
807	55498618.42
808	55490197.58
809	55486285.58
810	55482824.89
811	55477380.02
812	55469137.13
813	55467496.47
814	55442310.84
815	55438653.23
816	55435495.65
817	55432443.95
818	55425838.62
819	55422484.62
820	55415402.57
821	55407038.22
822	55403708.34
823	55375878.46
824	55374677.27
825	55338453.78
826	55336410.05
827	55335016.6
828	55332912.43
829	55319819.46
830	55309175.2
831	55244328.8
832	55241936.35
833	55188233.13
834	55167858.41
835	55159489.5
836	55132510.74
837	55066143.35
838	55064689.38
839	55052851.87
840	55040396.87
841	54946538.31
842	54929532.31
843	54927091.59
844	54920092.12
845	54917674.39
846	54915301.2
847	54908136.23
848	54904590.63
849	54899358.85
850	54842200.11
851	54838486.97
852	54829012.35
853	54826101.35
854	54818921.39
855	54817356.75
856	54779084.65
857	54775949.33
858	54757784.58
859	54754971.74
860	54753876.53
861	54750001.08
862	54745846.97
863	54738815.83
864	54735056.41
865	54733988.51
866	54722391.09
867	54639077.25
868	54636907.58
869	54635625.63
870	54620089.1
871	54607879.45
872	54606065.99
873	54602441.09
874	54601223.86
875	54573795.7
876	54569996.95
877	54524771.35
878	54510327.63
879	54508096.83
880	54506754.48
881	54504725.57
882	54503752.27
883	54501314.91
884	54500370.15
885	54494689.19
886	54486751.38
887	54484716.04
888	54470983.97
889	54466186.66
890	54463879.21
891	54460219.08
892	54457474.57
893	54456327.06
894	54455697.71
895	54454040.89
896	54451318.88
897	54448314.96
898	54441290.64
899	54439325.35
900	54437944.05
901	54404619.36
902	54401986.69
903	54401440.29
904	54395530.77
905	54367068.62
906	54365583.1
907	54327533.06
908	54325310.13
909	54323117.7
910	54303579.96
911	54297766.08
912	54293058.66
913	54292405.13
914	54289591.59
915	54288545.87
916	54283523.57
917	54282331.84
918	54273307.7
919	54271344.69
920	54224696.81
921	54223272.7
922	54221425.8
923	54210272.3
924	54191940.52
925	54183873.66
926	54182427.03
927	54180579.89
928	54179744.29
929	54178005.34
930	54173341.65
931	54170085.84
932	54168181.08
933	54130616.97
934	54128683.66
935	54094844.69
936	54080619.32
937	54066888.13
938	54064191.05
939	54058702.02
940	54054410.85
941	54048892.55
942	54045862.79
943	54044428.15
944	54039174.84
945	54029660.35
946	54027233.07
947	54013553.59
948	54009928.17
949	53992747.28
950	53990706.86
951	53987528.75
952	53982778.5
953	53978748.32
954	53973358.71
955	53973135.23
956	53972137.63
957	53971366.28
958	53969433.39
959	53966463.38
960	53953786.74
961	53952028.77
962	53948476.9
963	53942512.14
964	53926677.7
965	53905994.61
966	53904638.91
967	53902647.5
968	53902004.6
969	53900462.47
970	53876366.95
971	53869487.69
972	53868327.23
973	53866433.63
974	53863948.17
975	53862588
976	53853873.98
977	53831137.49
978	53830995.29
979	53813084.94
980	53811888.76
981	53808872.14
982	53807929.93
983	53802680.59
984	53800089.73
985	53795013.25
986	53788052.1
987	53785356.65
988	53779791.71
989	53756544.93
990	53754411.75
991	53753672.19
992	53750809.43
993	53748895.32
994	53717254.95
995	53715151.67
996	53704362.66
997	53677770
998	53677172.3
999	53658699
1000	53654560.52
1001	53652429.16
1002	53641717.95
1003	53636502.01
1004	53624126.25
1005	53621838.65
1006	53616811.68
1007	53571537.43
1008	53537210.89
1009	53531041.56
1010	53530558.38
1011	53528760.89
1012	53528037.1
1013	53526413.77
1014	53524901.4
1015	53523715.76
1016	53522753.59
1017	53515264.72
1018	53506576.02
1019	53505282.49
1020	53504190.53
1021	53503127.34
1022	53499455.87
1023	53483450.55
1024	53477142.1
1025	53450357.22
1026	53447359.93
1027	53443032.02
1028	53438222.86
1029	53435868
1030	53435198.63
1031	53430844.49
1032	53377867.91
1033	53371788.05
1034	53369992.98
1035	53367876.69
1036	53366851.4
1037	53355492.55
1038	53336336.45
1039	53332715.77
1040	53323312.2
1041	53320681.75
1042	53309693.4
1043	53304600.91
1044	53302632.05
1045	53280375.67
1046	53277221.98
1047	53273980.69
1048	53259100.31
1049	53249650.37
1050	53235224.68
1051	53234034.45
1052	53196351.55
1053	53180791.15
1054	53180287.53
1055	53179141.98
1056	53161025.71
1057	53155847.27
1058	53149482.51
1059	53148077.44
1060	53145604.18
1061	53128019.99
1062	53126321.64
1063	53116448.61
1064	53115164.39
1065	53102574.62
1066	53100517.79
1067	53099218.75
1068	53097429.72
1069	53089294.73
1070	53080494.94
1071	53075609.43
1072	53072632.17
1073	53072009.79
1074	53070455.4
1075	53066314.01
1076	53064672.95
1077	53062449.2
1078	53056808.35
1079	53053015.64
1080	53050893.95
1081	53048411.44
1082	53044326.78
1083	53042132.92
1084	53039584.27
1085	53038058.9
1086	53034953.4
1087	53033201.81
1088	53025348.38
1089	53020852.36
1090	53019726.13
1091	53014799.41
1092	53012401.39
1093	53006370.09
1094	53001977.91
1095	52990689.53
1096	52989071.89
1097	52980640.43
1098	52979198.44
1099	52976336.85
1100	52973127.53
1101	52971721.63
1102	52970561.26
1103	52967500.75
1104	52936581.09
1105	52931867.83
1106	52928293.53
1107	52916595.84
1108	52914287.92
1109	52908075.56
1110	52901360.5
1111	52893866.49
1112	52893214.37
1113	52886315.55
1114	52884033.57
1115	52876128.81
1116	52874105.59
1117	52872795.77
1118	52862469.9
1119	52860112.16
1120	52845671.42
1121	52842673.73
1122	52842114.49
1123	52840088.07
1124	52835210.41
1125	52832710.88
1126	52828813.2
1127	52824803.55
1128	52821593.26
1129	52817802.29
1130	52814582.95
1131	52808759.79
1132	52808003.44
1133	52790392.98
1134	52786586.44
1135	52775620.17
1136	52772309.46
1137	52758375.42
1138	52757063.46
1139	52750532.48
1140	52749151.88
1141	52743011.13
1142	52739350.21
1143	52738060.85
1144	52736531.88
1145	52735555.52
1146	52703401.31
1147	52702703.52
1148	52664295.17
1149	52662415.21
1150	52646225.53
1151	52645063.29
1152	52644378.7
1153	52635192.8
1154	52630691.84
1155	52626963.88
1156	52625183.31
1157	52606058.12
1158	52599901.7
1159	52590211.09
1160	52589399.2
1161	52583524.09
1162	52581629.2
1163	52571481.12
1164	52530669.31
1165	52530295.08
1166	52529327.63
1167	52529058.94
1168	52525713.74
1169	52525236.84
1170	52522000.53
1171	52521301.84
1172	52512694.92
1173	52512322.6
1174	52507153.31
1175	52505348.66
1176	52500363.71
1177	52497343.28
1178	52493655.28
1179	52493030.88
1180	52481822.09
1181	52481387.81
1182	52480454.73
1183	52479018.53
1184	52467875.16
1185	52465775.17
1186	52457939.83
1187	52457234.28
1188	52453852.67
1189	52450090.79
1190	52447455.75
1191	52446200.34
1192	52445005.37
1193	52441067.22
1194	52432903.74
1195	52424823.73
1196	52423371.51
1197	52421550.75
1198	52418962.62
1199	52416000.06
1200	52414272.63
1201	52410947.22
1202	52409121.94
1203	52406895.21
1204	52297809.43
1205	52296795.5
1206	52295001.64
1207	52292556.76
1208	52286802.31
1209	52281770.11
1210	52277900.61
1211	52275296.73
1212	52268918.02
1213	52266605.36
1214	52265593.89
1215	52262985.84
1216	52260757.87
1217	52251852.47
1218	52247469.29
1219	52245067.96
1220	52244057.49
1221	52238031.98
1222	52237728.58
1223	52233352.31
1224	52233035.25
1225	52200976.61
1226	52188854.51
1227	52185164.68
1228	52183545.98
1229	52182594.67
1230	52132049.78
1231	52129549.92
1232	52125385.41
1233	52122318.35
1234	52112926.36
1235	52090482.82
1236	52083624.81
1237	52082606.77
1238	52081535.85
1239	52080619.77
1240	52079984.46
1241	52079792.41
1242	52079509.26
1243	52066024.8
1244	52053831.12
1245	52053386.65
1246	52050667.29
1247	52038491.84
1248	52038154.68
1249	52037222.97
1250	52035975.53
1251	52033591.43
1252	52024673.96
1253	52024264.63
1254	51992016.22
1255	51990488.12
1256	51988778.6
1257	51984324.19
1258	51979912.91
1259	51978277.06
1260	51976040.33
1261	51974093.52
1262	51965160.66
1263	51963139.22
1264	51961805.07
1265	51955861.94
1266	51953978.37
1267	51952564.64
1268	51951052.79
1269	51950530.87
1270	51948907.07
1271	51945543.6
1272	51945234.39
1273	51903677.82
1274	51886731.77
1275	51885067.61
1276	51882301.42
1277	51881050.85
1278	51879413.52
1279	51876114.93
1280	51869007.18
1281	51864034.44
1282	51863617.48
1283	51860024.15
1284	51834567.74
1285	51829360.75
1286	51821872.89
1287	51820311.28
1288	51819757.19
1289	51816207.06
1290	51813060.42
1291	51811758.34
1292	51805477.79
1293	51797005.96
1294	51788867.75
1295	51786152.72
1296	51784793.68
1297	51782081.47
1298	51779409.25
1299	51777367.65
1300	51776168.45
1301	51774241.92
1302	51773381.16
1303	51771054.11
1304	51769700.67
1305	51769244.96
1306	51768424.67
1307	51765449.78
1308	51764660.97
1309	51762501.82
1310	51761478.78
1311	51760401.87
1312	51758606.78
1313	51757019.17
1314	51756535.78
1315	51755718.44
1316	51743952.58
1317	51741934.79
1318	51739183.65
1319	51735993.87
1320	51730312.12
1321	51728221.25
1322	51725649.47
1323	51724814.49
1324	51722579.45
1325	51720927.5
1326	51720289.33
1327	51718653.56
1328	51716803.13
1329	51706697.64
1330	51701381.21
1331	51694488.61
1332	51694190.85
1333	51688419.65
1334	51687402.2
1335	51684990.07
1336	51681607.65
1337	51678782.99
1338	51674492.55
1339	51668259.24
1340	51660380.49
1341	51659074.44
1342	51658024.99
1343	51655768.25
1344	51654646.61
1345	51652361.85
1346	51637600.02
1347	51636327.68
1348	51635888.87
1349	51634336.83
1350	51629460.24
1351	51626497.14
1352	51624697.57
1353	51622462.69
1354	51618590.55
1355	51618184.59
1356	51612164.87
1357	51580454.2
1358	51576501.6
1359	51567683.38
1360	51529376
1361	51527560.48
1362	51526685.1
1363	51492195.84
1364	51487099.54
1365	51479370.98
1366	51475048.04
1367	51467876.28
1368	51464883.98
1369	51462887.86
1370	51462584.6
1371	51460872.28
1372	51455458.77
1373	51454211.41
1374	51452173.01
1375	51452034.74
1376	51450301.64
1377	51447739.3
1378	51447437.86
1379	51435528.9
1380	51432182.93
1381	51429017.75
1382	51427807.85
1383	51427124.67
1384	51424453.92
1385	51422353.55
1386	51421744.14
1387	51421134.14
1388	51420023.87
1389	51407075.42
1390	51387546.12
1391	51385266.9
1392	51383142.87
1393	51382644.31
1394	51378635.48
1395	51377791.07
1396	51377177.56
1397	51375900.75
1398	51372671.89
1399	51371444.43
1400	51369056
1401	51368010.88
1402	51363100.15
1403	51361556.54
1404	51349316.63
1405	51347393.31
1406	51345274.79
1407	51337190.86
1408	51335719.53
1409	51332905.53
1410	51329992.12
1411	51321889.31
1412	51316181.95
1413	51310794.56
1414	51308365.82
1415	51307676.48
1416	51307313.64
1417	51306394.33
1418	51303188.64
1419	51296996.55
1420	51287419.11
1421	51282454.58
1422	51270500.05
1423	51265465
1424	51259271.34
1425	51257659.44
1426	51256726.72
1427	51255325.95
1428	51251432.94
1429	51250544.38
1430	51249209.78
1431	51248867.17
1432	51248389.99
1433	51246859.06
1434	51246572.66
1435	51238828.82
1436	51238384
1437	51233804.73
1438	51227570.55
1439	51220116.05
1440	51218380.43
1441	51217134.87
1442	51213939.5
1443	51209185.86
1444	51208071.62
1445	51203602.05
1446	51201457.86
1447	51195568.83
1448	51195366.23
1449	51193147.44
1450	51192084.67
1451	51190834.71
1452	51189882.22
1453	51189592.95
1454	51188296.17
1455	51187871.49
1456	51187314.77
1457	51182912.78
1458	51177291.62
1459	51172845.05
1460	51171395.71
1461	51169722.29
1462	51168155.31
1463	51163857.55
1464	51144822.59
1465	51143642.21
1466	51141732.08
1467	51136743.68
1468	51121610.51
1469	51107669.01
1470	51097832.14
1471	51097089.73
1472	51095110.51
1473	51092969.09
1474	51085705.71
1475	51085297.96
1476	51083588.12
1477	51071588.59
1478	51070218.67
1479	51068990.6
1480	51066180.53
1481	51064869.31
1482	51062165.02
1483	51060619.76
1484	51060475.83
1485	51059199.14
1486	51057874.54
1487	51056357.56
1488	51055858.15
1489	51055248.75
1490	51051268.14
1491	51049847.93
1492	51047591.76
1493	51047275.28
1494	51044670.38
1495	51041783.35
1496	51038604.94
1497	51034896.27
1498	51034354.19
1499	51034259.62
1500	51033675.01
1501	51033408.66
1502	51030104.56
1503	51029737.83
1504	51029324.22
1505	51028966.71
1506	51026276.55
1507	51023488.69
1508	51022519.14
1509	51021025.31
1510	51020292.57
1511	51019092.13
1512	51018476.87
1513	51006235.45
1514	51004140.02
1515	51000412.39
1516	50988867.74
1517	50988165.5
1518	50983724.88
1519	50982337.25
1520	50981604.95
1521	50980662.69
1522	50980314.84
1523	50977566.92
1524	50976388.76
1525	50976163.84
1526	50961217.43
1527	50960230.76
1528	50957839.31
1529	50956606.8
1530	50955466.25
1531	50947736.7
1532	50946853.16
1533	50944832.74
1534	50943385.73
1535	50941627.66
1536	50939744.41
1537	50935654.45
1538	50935282.76
1539	50932824.44
1540	50932519.39
1541	50930590.66
1542	50929795.17
1543	50929097.51
1544	50927856.21
1545	50924782.48
1546	50914198.32
1547	50913611.6
1548	50910365.98
1549	50909036.03
1550	50907396.14
1551	50906206.78
1552	50902451.84
1553	50900422.79
1554	50886138.66
1555	50885555.31
1556	50884785.63
1557	50880216.01
1558	50877127.93
1559	50876673.32
1560	50875684.93
1561	50874799.33
1562	50868903.95
1563	50868150.48
1564	50866706.13
1565	50861620.26
1566	50855603.58
1567	50853156.19
1568	50809948.61
1569	50804686.28
1570	50788132.4
1571	50786550.63
1572	50785392.77
1573	50773331.54
1574	50772189.83
1575	50770512.74
1576	50769819.41
1577	50769298.11
1578	50766766.01
1579	50766138.3
1580	50763460.47
1581	50760779.71
1582	50759641.92
1583	50656600.13
1584	50656129.71
1585	50653159.47
1586	50652700.23
1587	50651314.34
1588	50647913.15
1589	50637776.87
1590	50636930.91
1591	50635973.27
1592	50634163.64
1593	50629193.32
1594	50628827.73
1595	50627951.61
1596	50625010.97
1597	50623610.57
1598	50622928.29
1599	50619239.68
1600	50614175.59
1601	50613155.4
1602	50608006.47
1603	50585777.27
1604	50584165.99
1605	50575450.71
1606	50571456.01
1607	50567179.23
1608	50565626.79
1609	50564707.11
1610	50564102.64
1611	50563053.56
1612	50561294.05
1613	50559875.23
1614	50557562.81
1615	50555742.44
1616	50554242.95
1617	50553396.11
1618	50548017.83
1619	50545979.45
1620	50545046.13
1621	50537263.35
1622	50535388.88
1623	50533955.12
1624	50531270.48
1625	50529444.86
1626	50527338.04
1627	50526842.88
1628	50526084.59
1629	50525874.52
1630	50524484.05
1631	50523753.34
1632	50522850.15
1633	50518111.99
1634	50515505.33
1635	50514861.63
1636	50514434.37
1637	50512994.72
1638	50512594.13
1639	50511374.2
1640	50510916.83
1641	50510098.15
1642	50508622.18
1643	50507226.22
1644	50505811.82
1645	50505593.46
1646	50504676.42
1647	50504394.78
1648	50504089.36
1649	50503561.18
1650	50503052
1651	50502432.53
1652	50480377.05
1653	50479796.83
1654	50478856.37
1655	50475484.76
1656	50471506.96
1657	50470352.28
1658	50470035.95
1659	50467102.47
1660	50463007.3
1661	50460451.13
1662	50457013.46
1663	50455871.1
1664	50455391.36
1665	50443845.58
1666	50443352.7
1667	50441517.49
1668	50438725.16
1669	50438572.8
