iter	Passed	Remaining
602	8903	5862
603	8914	5844
604	8922	5825
605	8937	5811
606	8946	5792
607	8955	5773
608	8963	5754
609	8969	5734
610	8997	5728
611	9012	5714
612	9030	5701
613	9037	5681
614	9057	5669
615	9070	5654
616	9077	5634
617	9093	5621
618	9113	5609
619	9136	5599
620	9147	5582
621	9155	5563
622	9164	5545
623	9169	5525
624	9177	5506
625	9183	5486
626	9192	5468
627	9199	5449
628	9206	5430
629	9213	5411
630	9218	5391
631	9227	5373
632	9233	5353
633	9241	5334
634	9251	5317
635	9259	5299
636	9266	5280
637	9276	5263
638	9284	5245
639	9294	5227
640	9301	5209
641	9312	5192
642	9322	5176
643	9333	5159
644	9351	5146
645	9366	5132
646	9394	5125
647	9401	5107
648	9424	5097
649	9436	5081
650	9445	5063
651	9457	5047
652	9471	5033
653	9477	5014
654	9484	4995
655	9494	4978
656	9500	4960
657	9506	4940
658	9511	4921
659	9516	4902
660	9521	4883
661	9526	4864
662	9534	4846
663	9540	4827
664	9547	4809
665	9554	4791
666	9562	4773
667	9571	4756
668	9576	4738
669	9584	4720
670	9594	4704
671	9603	4687
672	9616	4672
673	9623	4654
674	9630	4636
675	9636	4618
676	9641	4599
677	9647	4581
678	9653	4563
679	9659	4545
680	9667	4528
681	9672	4510
682	9677	4491
683	9684	4473
684	9688	4455
685	9694	4437
686	9701	4420
687	9707	4402
688	9721	4388
689	9726	4369
690	9741	4356
691	9764	4346
692	9774	4330
693	9786	4315
694	9802	4301
695	9814	4286
696	9824	4270
697	9839	4257
698	9853	4243
699	9864	4227
700	9874	4211
701	9882	4194
702	9888	4177
703	9894	4160
704	9900	4142
705	9907	4125
706	9913	4108
707	9919	4091
708	9925	4073
709	9932	4057
710	9938	4039
711	9945	4023
712	9951	4005
713	9958	3988
714	9964	3972
715	9969	3954
716	9977	3938
717	9982	3920
718	9989	3904
719	9994	3886
720	9999	3869
721	10006	3852
722	10016	3837
723	10021	3820
724	10027	3803
725	10033	3786
726	10051	3774
727	10064	3760
728	10082	3747
729	10090	3732
730	10105	3718
731	10111	3701
732	10143	3694
733	10163	3683
734	10183	3671
735	10195	3657
736	10205	3641
737	10220	3628
738	10240	3616
739	10253	3602
740	10259	3586
741	10286	3576
742	10293	3560
743	10309	3547
744	10329	3535
745	10336	3519
746	10348	3505
747	10355	3488
748	10370	3475
749	10388	3462
750	10401	3448
751	10409	3432
752	10426	3420
753	10476	3418
754	10484	3402
755	10493	3386
756	10500	3370
757	10510	3355
758	10517	3339
759	10529	3325
760	10537	3309
761	10562	3299
762	10568	3282
763	10574	3266
764	10580	3250
765	10591	3235
766	10598	3219
767	10615	3206
768	10626	3191
769	10630	3175
770	10636	3159
771	10644	3143
772	10650	3127
773	10660	3112
774	10666	3096
775	10676	3081
776	10682	3065
777	10696	3052
778	10708	3038
779	10718	3023
780	10736	3010
781	10752	2997
782	10778	2987
783	10793	2973
784	10805	2959
785	10820	2945
786	10829	2930
787	10841	2916
788	10851	2902
789	10857	2886
790	10864	2870
791	10872	2855
792	10884	2841
793	10889	2825
794	10896	2809
795	10905	2794
796	10910	2778
797	10916	2763
798	10924	2748
799	10930	2732
800	10938	2717
801	10944	2702
802	10955	2687
803	10961	2672
804	10970	2657
805	10978	2642
806	10992	2628
807	11000	2613
808	11007	2598
809	11018	2584
810	11024	2569
811	11032	2554
812	11039	2539
813	11047	2524
814	11053	2509
815	11063	2494
816	11069	2479
817	11080	2465
818	11086	2450
819	11105	2437
820	11123	2425
821	11130	2410
822	11140	2395
823	11148	2381
824	11155	2366
825	11165	2352
826	11170	2336
827	11178	2322
828	11187	2307
829	11207	2295
830	11224	2282
831	11232	2268
832	11249	2255
833	11267	2242
834	11311	2235
835	11329	2222
836	11346	2209
837	11362	2196
838	11370	2181
839	11383	2168
840	11393	2154
841	11404	2139
842	11414	2125
843	11425	2111
844	11444	2099
845	11459	2086
846	11467	2071
847	11477	2057
848	11482	2042
849	11491	2027
850	11505	2014
851	11512	1999
852	11519	1985
853	11526	1970
854	11534	1956
855	11540	1941
856	11545	1926
857	11550	1911
858	11557	1897
859	11564	1882
860	11575	1868
861	11587	1855
862	11602	1841
863	11610	1827
864	11624	1814
865	11630	1799
866	11639	1785
867	11646	1771
868	11655	1757
869	11664	1742
870	11674	1728
871	11682	1714
872	11689	1700
873	11699	1686
874	11707	1672
875	11714	1658
876	11719	1643
877	11724	1629
878	11730	1614
879	11736	1600
880	11740	1585
881	11747	1571
882	11752	1557
883	11757	1542
884	11763	1528
885	11768	1514
886	11773	1499
887	11779	1485
888	11785	1471
889	11789	1457
890	11799	1443
891	11807	1429
892	11816	1415
893	11824	1401
894	11832	1388
895	11839	1374
896	11849	1360
897	11859	1347
898	11875	1334
899	11889	1321
900	11902	1307
901	11911	1294
902	11923	1280
903	11933	1267
904	11938	1253
905	11956	1240
906	11970	1227
907	11978	1213
908	11985	1199
909	11994	1186
910	12000	1172
911	12008	1158
912	12014	1144
913	12020	1130
914	12025	1117
915	12030	1103
916	12036	1089
917	12041	1075
918	12046	1061
919	12054	1048
920	12062	1034
921	12074	1021
922	12088	1008
923	12096	994
924	12108	981
925	12116	968
926	12124	954
927	12132	941
928	12143	928
929	12153	914
930	12162	901
931	12172	888
932	12184	874
933	12192	861
934	12202	848
935	12209	834
936	12215	821
937	12222	807
938	12227	794
939	12232	780
940	12237	767
941	12242	753
942	12248	740
943	12253	726
944	12259	713
945	12264	700
946	12269	686
947	12275	673
948	12280	659
949	12286	646
950	12291	633
951	12297	620
952	12302	606
953	12308	593
954	12318	580
955	12324	567
956	12330	554
957	12336	540
958	12341	527
959	12350	514
960	12356	501
961	12363	488
962	12370	475
963	12375	462
964	12384	449
965	12390	436
966	12398	423
967	12404	410
968	12413	397
969	12419	384
970	12433	371
971	12441	358
972	12449	345
973	12456	332
974	12472	319
975	12482	306
976	12488	294
977	12496	281
978	12502	268
979	12512	255
980	12519	242
981	12529	229
982	12535	216
983	12543	203
984	12549	191
985	12561	178
986	12569	165
987	12581	152
988	12590	140
989	12597	127
990	12603	114
991	12613	101
992	12618	88
993	12627	76
994	12632	63
995	12643	50
996	12650	38
997	12657	25
998	12664	12
999	12672	0
