iter	MAE	RMSE
996	29375371.19	50251552.87
997	29368127.66	50220156.43
998	29356110.94	50208957.23
999	29353953.38	50205619.47
1000	29355188.58	50196164.78
1001	29333661.64	50178907.95
1002	29333666.3	50175545.16
1003	29334484.05	50156221.05
1004	29324789.94	50142484
1005	29316791.09	50127128.2
1006	29319550.25	50134519.7
1007	29323281.05	50129297.49
1008	29325346.95	50144821.6
1009	29332020.43	50159742.55
1010	29327040.43	50159350.43
1011	29319559.64	50143567.8
1012	29315385.43	50149497.12
1013	29312290.7	50122663.26
1014	29299628.34	50106639.14
1015	29298108.05	50113184.95
1016	29305249.3	50119522.93
1017	29297363.52	50117030.82
1018	29294819.38	50102834.05
1019	29292264.29	50099623.87
1020	29296617.4	50085975.27
1021	29280897.4	50083547.01
1022	29283515.14	50084217.42
1023	29291085.78	50095485.62
1024	29296219.06	50082348.12
1025	29293474.36	50078190.02
1026	29291619.02	50083996.28
1027	29295369.05	50091185.18
1028	29296520.97	50054467.48
1029	29290399.45	50054660.04
1030	29296907.02	50067481.25
1031	29297265.96	50041822.69
1032	29286527.15	50045772.45
1033	29270875.4	50030231.87
1034	29270772.62	50028294.91
1035	29273456.57	50025037.49
1036	29269791.78	50024515.73
1037	29280723.4	50030464.74
1038	29281422.82	50035881.22
1039	29285137.66	50046564.76
1040	29286687.34	50041295.35
1041	29292501.74	50029594.65
1042	29279481.14	50018980.86
1043	29275103.33	50017206.02
1044	29289931.15	50034984.93
1045	29301381.42	50039663.1
1046	29310519.86	50029064.42
1047	29324501.14	50048665.64
1048	29320403.46	50013849.07
1049	29312617.21	49996010.87
1050	29323904.17	50016222.47
1051	29329007.76	50014454.24
1052	29317458.8	49995007.7
1053	29309820.22	49994429.09
1054	29302054.41	49965397.29
1055	29303313.57	49960693.36
1056	29300612.16	49962648.42
1057	29310547.71	49960025.47
1058	29291484.86	49934910.45
1059	29297071	49936317.16
1060	29275856.67	49916486.44
1061	29274951.97	49923584.17
1062	29273349.37	49920531.37
1063	29276176.08	49903929.1
1064	29280214.45	49912588.59
1065	29273795.74	49904692.9
1066	29264922.28	49902226.94
1067	29248733.88	49878675.12
1068	29235379.58	49858909.3
1069	29217847.29	49847294.38
1070	29228712.93	49855569.84
1071	29219538.15	49837937.81
1072	29214714.3	49827930.94
1073	29202892.45	49815864.27
1074	29201398.24	49817163.93
1075	29191670.51	49810203.97
1076	29190830.98	49819628.68
1077	29197554.56	49824993.88
1078	29182101.51	49803192.55
1079	29179819.17	49808593.41
1080	29182726.07	49819141.06
1081	29185708.36	49818912.83
1082	29187284.02	49828160.39
1083	29193759.83	49832116.19
1084	29180370.81	49825437.77
1085	29176797.59	49792500.28
1086	29171366.38	49774897.22
1087	29173270.88	49780736.25
1088	29182876.69	49786947.03
1089	29174243.59	49759620.17
1090	29177796.86	49762188.69
1091	29176464.69	49759927.31
1092	29172331.29	49763857.35
1093	29177088.68	49766062.44
1094	29165825.7	49743968.22
1095	29163402.73	49744817.98
1096	29156713.58	49739042.78
1097	29152629.95	49733313.07
1098	29140984.32	49737300.44
1099	29144265.93	49742005.8
1100	29147366.61	49751350.76
1101	29141068.01	49735269.59
1102	29145096.76	49726310.57
1103	29141410.54	49721218.56
1104	29136397.67	49717423.02
1105	29138834.4	49713915.53
1106	29128138.5	49711360.75
1107	29129764.11	49718425.19
1108	29139956.72	49735987.1
1109	29132345.76	49730993.03
1110	29145362.16	49737100.14
1111	29139346.94	49741297.33
1112	29128595.37	49733414.08
1113	29116068.02	49730358.1
1114	29124350.36	49735685.65
1115	29126700.31	49745139.05
1116	29125556.4	49746308.37
1117	29124743.5	49749697.33
1118	29120665.35	49754136.76
1119	29126269.2	49767163.78
1120	29116279.82	49761637.3
1121	29125424.62	49767780.46
1122	29105433.76	49763326.65
1123	29094114.03	49726727.91
1124	29094496.41	49724449.59
1125	29081155.53	49706079.55
1126	29080835.4	49704302.06
1127	29090309.77	49712674.36
1128	29086442.74	49717203.27
1129	29095237	49735611.29
1130	29098242.56	49735881.02
1131	29111227.37	49757623.61
1132	29098598.76	49755986.99
1133	29105856.13	49771757.69
1134	29111678.7	49767434.78
1135	29109783.44	49769374.07
1136	29106605.45	49765630.61
1137	29110788.54	49768362.33
1138	29106181.46	49761063.12
1139	29103341.85	49746206.79
1140	29099633.84	49749334.03
1141	29093766.33	49735428.28
1142	29081741.23	49737541.8
1143	29079869.85	49732474.23
1144	29076147.63	49717352.65
1145	29081278.92	49705207.21
1146	29062933.31	49675221.19
1147	29066144.73	49684583.84
1148	29068649.24	49686458.73
1149	29075925.26	49695508.64
1150	29081243.19	49698764.17
1151	29075281.7	49684284.64
1152	29073603.94	49678128.01
1153	29078895.98	49665260.66
1154	29072883.78	49667649.91
1155	29075366.5	49678191.21
1156	29066462.08	49665975.46
1157	29052376.73	49637229.65
1158	29031572.69	49610910.07
1159	29037012.04	49613299.28
1160	29028841.56	49586945.27
1161	29017825.73	49570781.97
1162	29010156.65	49555355.48
1163	29009039.11	49564157.23
1164	29004655.35	49563159.13
1165	28997342.29	49558771.29
1166	28995059.79	49565462.89
1167	28996889.15	49547118.89
1168	29001949.8	49557903.83
1169	29003210.88	49531547.87
1170	28988247.03	49493446.28
1171	28968727.21	49483840.7
1172	28957535.61	49476402.34
1173	28943973.4	49461636.88
1174	28943150.71	49458257.03
1175	28951148.98	49474457.16
1176	28961578.02	49488031.13
1177	28970389.55	49502098.62
1178	28948529.3	49475041.78
1179	28950374.66	49466373.12
1180	28948873.48	49469046.07
1181	28944634.78	49468795.17
1182	28967663.54	49483627.68
1183	28973608.57	49500485.92
1184	28975339.02	49490033.32
1185	28957929.4	49478642.7
1186	28963694.8	49492457.12
1187	28951534.14	49462901.54
1188	28960258.26	49473917.65
1189	28967946.79	49491187.95
1190	28949881.76	49472649.17
1191	28951539.16	49477196.26
1192	28957079.06	49481071.49
1193	28932339.61	49461087.76
1194	28930114.99	49466264.55
1195	28935640.88	49457700.63
1196	28938039.86	49457222.99
1197	28935932.08	49464012.11
1198	28947368.4	49474055.04
1199	28954944.29	49488247.7
1200	28949103.43	49489877.66
1201	28945720.02	49492829.62
1202	28933480.16	49457365.11
1203	28918410.05	49447038.78
1204	28919274.19	49442972.29
1205	28909035.06	49403490.72
1206	28920105.65	49419601.51
1207	28933894.72	49432488.7
1208	28926252.53	49428429.26
1209	28907160.84	49416858.31
1210	28914506.43	49416399.8
1211	28911088.92	49420584.4
1212	28907236.82	49403023.3
1213	28893274.05	49363629.17
1214	28896554.86	49367363.59
1215	28890091.55	49365575.19
1216	28872571	49350885.66
1217	28876237.96	49345485.92
1218	28882063.18	49355160.98
1219	28875939.06	49353599.01
1220	28876955.06	49345603.77
1221	28878207.85	49347371.39
1222	28892337.25	49340239.61
1223	28900249.92	49337282.13
1224	28909372.66	49336339.14
1225	28905487.61	49344132.9
1226	28911792.94	49360629.1
1227	28904835.78	49349907.93
1228	28882236.57	49331071.09
1229	28889462.89	49330282.8
1230	28886298.76	49330067.39
1231	28886432.03	49297841.49
1232	28888683.53	49291120.59
1233	28880889.07	49271346.6
1234	28866254.81	49249422.69
1235	28851763.03	49219034.01
1236	28855347.05	49234025.69
1237	28855689.24	49235147.96
1238	28858615.04	49236132.82
1239	28870596.46	49250689.14
1240	28877457.24	49254821.49
1241	28879687.69	49249899.57
1242	28864480.49	49218995.31
1243	28856837.28	49217926.43
1244	28832084.72	49187162.48
1245	28832326.35	49191073.97
1246	28817786.62	49170791.02
1247	28814301.1	49170987.63
1248	28821213.34	49165552.67
1249	28824061.22	49154746.43
1250	28824260.5	49156282.33
1251	28822282.61	49160464.08
1252	28823883.71	49164919.72
1253	28811468.97	49145288.54
1254	28807036.96	49144877.56
1255	28774129.89	49115650.95
1256	28783175.73	49110306.23
1257	28779603.53	49104824.45
1258	28759588.97	49060198.46
1259	28764156.16	49070253.6
1260	28772989.55	49068346.8
1261	28770154.54	49064598.63
1262	28760950.74	49069880.72
1263	28756037.5	49075279.61
1264	28745860.72	49073030.58
1265	28740561	49065025.08
1266	28746340.94	49074000.19
1267	28738624.59	49068122.43
1268	28732068.77	49058196.66
1269	28745996.55	49077394.53
1270	28748676.09	49081317.38
1271	28753204.94	49083291.33
1272	28746845.08	49085034.83
1273	28742705.17	49084861.59
1274	28731048.55	49078080.5
1275	28733240.07	49074336.73
1276	28740902.56	49088252.2
1277	28747580.02	49094641.64
1278	28751127.14	49101824.98
1279	28757815.46	49103985.62
1280	28758180.16	49117483.66
1281	28761435.3	49120352.27
1282	28748255.36	49121918.3
1283	28741980.01	49121104.13
1284	28745443.51	49110291.76
1285	28761088.39	49122968.74
1286	28773204.35	49133245.37
1287	28767757.14	49122392.29
1288	28766669.44	49115546.9
1289	28769093.32	49124288.21
1290	28772468.37	49138522.8
1291	28773078.33	49133045.83
1292	28751858.19	49115790.13
1293	28762888.93	49090261.47
1294	28769635.31	49093971.97
1295	28768800.72	49088096.05
1296	28764021.38	49088023.49
1297	28775196.06	49079502.78
1298	28755691.16	49073523.77
1299	28755825.85	49080300
1300	28758472.18	49083774.17
1301	28757395.53	49093787.02
1302	28743823.53	49090535.55
1303	28757625.45	49103512.56
1304	28759689.49	49113558.83
1305	28770517.32	49095155.73
1306	28768908.12	49105357.84
1307	28776682.7	49114758.81
1308	28763052.53	49108025.54
1309	28759537.14	49106940.59
1310	28764479.6	49115002.52
1311	28768579.59	49107796.52
1312	28777910.15	49121078.1
1313	28782180.59	49137752.04
1314	28766419.38	49122582.1
1315	28754280.44	49123602.78
1316	28749526.72	49118364.07
1317	28752585.7	49133107.58
1318	28745482.59	49129595.57
1319	28747588.06	49139573.93
1320	28745626.29	49133993.42
1321	28741456.38	49121746.9
1322	28748299.56	49134146.48
1323	28756043.59	49131130.51
1324	28757827.42	49127415.68
1325	28758741.91	49135824.88
1326	28752278.75	49124830.41
1327	28744280.71	49108506.6
1328	28744210.98	49110405.43
1329	28747135.52	49109473.98
1330	28729636.34	49088383.21
1331	28734062.88	49068108.86
1332	28736611.93	49075167.75
1333	28727390.97	49058261.6
1334	28731506.78	49061777.71
1335	28745150.85	49076916.02
1336	28736966.66	49069725.23
1337	28728998.93	49059404.78
1338	28724459.38	49030387.92
1339	28718961.1	49025662.13
1340	28721377.37	49027381.96
1341	28719025.7	49013340.03
1342	28727130.52	49030048.23
1343	28734386.56	49048425
1344	28729896.03	49038520.35
1345	28726772.05	49028615.06
1346	28734361.16	49037872.82
1347	28726603.32	49009738.71
1348	28718233.75	49006616.48
1349	28727732.8	49024971.14
1350	28730040.42	49026227.43
1351	28722933.15	49017542.78
1352	28731266.87	49016356.53
1353	28717727.49	49005304.91
1354	28709633.81	49002423.6
1355	28707092.86	49010121.05
1356	28710725.22	49024457.99
1357	28713555.51	49035537.76
1358	28706714.83	49010161.59
1359	28712125	49011828.47
1360	28712071.38	49018922.43
1361	28712336.33	49024043.21
1362	28698720.11	49018573.18
1363	28699788.87	49029455.6
1364	28686579.26	48989341.24
1365	28693482.52	49003605.32
1366	28700891.76	49013065.8
1367	28690207.73	49003261.69
1368	28683726.58	48996722.32
1369	28672846.87	48992230.05
1370	28677402.19	48988660.98
1371	28678577.38	48984538.66
1372	28671438.24	48966153.81
1373	28661973.24	48952929.6
1374	28657268.04	48927680.58
1375	28656361.94	48888607.07
1376	28623570.02	48859167.66
1377	28617271.15	48848727.71
1378	28619700.3	48864206.84
1379	28629172.53	48862513.6
1380	28623362.44	48852392.83
1381	28617771.89	48850704.14
1382	28620319.44	48843936.21
1383	28616682.61	48839563.47
1384	28623310.35	48850691.66
1385	28629937.55	48866283.98
1386	28633389.22	48876151.64
1387	28640777.54	48869802.68
1388	28647619.52	48876330.32
1389	28643150.57	48870802.01
1390	28640479.6	48870283.64
1391	28653031.09	48890432.62
1392	28658478.26	48895456.29
1393	28646266.27	48879290.28
1394	28629682.78	48874637.21
1395	28630673.09	48858364.73
1396	28625799.32	48837566.62
1397	28625128.53	48832490.47
1398	28620892.09	48810889.31
1399	28604687.08	48804191.05
1400	28608535.08	48805066.64
1401	28604207.71	48811217.41
1402	28615260.62	48831176.98
1403	28617369.22	48847494.81
1404	28609226.86	48834848.91
1405	28597244.3	48820836.02
1406	28587301.9	48820927.17
1407	28589875.15	48813051.43
1408	28596657.29	48819036.57
1409	28597704.41	48821608.5
1410	28595699.27	48818866.54
1411	28604264.37	48834196.82
1412	28610046.15	48851188.22
1413	28615106.66	48841574.93
1414	28619370.49	48863491.69
1415	28619619.46	48872035.79
1416	28608573.78	48838819.61
1417	28599147.39	48827192.21
1418	28599195.8	48825562.47
1419	28587729.61	48822312.67
1420	28584263.09	48825170.08
1421	28597973.23	48843604.61
1422	28578005.74	48824988.15
1423	28582565.88	48832862.53
1424	28580578.1	48824641.7
1425	28579140.59	48822073.41
1426	28573910.73	48802124.17
1427	28566498.84	48803689.24
1428	28563731.67	48802828.39
1429	28564508.89	48803018.93
1430	28572351.68	48812733.57
1431	28563008.13	48800606.74
1432	28556657.74	48787101.25
1433	28546867.68	48752860.61
1434	28547455.63	48745631.46
1435	28559001.83	48765856.24
1436	28551157.08	48760640.71
1437	28551062.97	48758183.57
1438	28542410.86	48749713.07
1439	28554614.56	48747695.14
1440	28554230.55	48755067.24
1441	28559866.9	48758004.32
1442	28559538.5	48743121.88
1443	28555156.64	48740018.65
1444	28551872.02	48730816.89
1445	28554824.59	48744440.97
1446	28547287.23	48733937.09
1447	28539647.21	48724581.6
1448	28545746.26	48732995.27
1449	28555182	48741785.42
1450	28550784.66	48737612.24
1451	28558073.63	48751842.53
1452	28572986.25	48765225.95
1453	28566381.35	48763032.76
1454	28540039.66	48731586.96
1455	28543286.31	48738791.24
1456	28539835.49	48744091.62
1457	28540207.75	48751481.62
1458	28553845.02	48753693.16
1459	28557052.72	48769796.58
1460	28555374.57	48775524.52
1461	28549001.93	48755451.6
